id,titulo,ano_lancamento,generos,generos_unificados,rating,num_avaliacoes,imagem,descricao,metadados
112,The Cosmopolitan Prayers,2004,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Ecchi']","['Ação & Aventura', 'Comédia & Slice of Life', 'Sci-Fi & Fantasia']",4.82,1840.0,https://cdn.myanimelist.net/images/anime/5/75236.jpg,"Chou Henshin Cosprayers, ou simplesmente Cosprayers, é uma sátira referente à Love Love?, na qual as personagens aparecem nesse último encenando um filme, que seria esta série. Koto Hoshino, sem querer, desperta a deusa do sol Amaterasu e é transportada para um mundo estranho, do qual ela não consegue sair. Nesse mundo, ela encontra sacerdotizas que combatem monstros e a ensinam a combatê-los. Koto agora tem de achar um modo de voltar ao seu mundo, ao mesmo tempo que tenta ajudar a derrotar os monstros.","{'id_original': 112, 'episodios': 8}"
114,Cromartie High School,2003,['Comedy'],['Comédia & Slice of Life'],7.88,28766.0,https://cdn.myanimelist.net/images/anime/1782/130913.jpg,"A série narra o ingresso de Takeshi Kamiyama, um estudante do segundo grau de 16 anos, na Escola Secundária Cromartie, que leva a má fama de ser o instituto de ensino mais perigoso da cidade de Tóquio.","{'id_original': 114, 'episodios': 26}"
116,El-Hazard: The Wanderers,1995,"['Adventure', 'Comedy', 'Fantasy', 'Romance']","['Comédia & Slice of Life', 'Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia', 'Romance']",6.93,3901.5,https://cdn.myanimelist.net/images/anime/13/24439.jpg,"Mako é um adolescente comum, que é o queridinho das garotas da escola: além de bonito e inteligente, é simpático e sensível. O garoto é bom em tudo o que faz. Isso acaba despertando a inveja de um colega, Jimbo, que desde criança tem ódio e quer ser melhor que Mako. Nana é irmã de Jimbo, e é apaixonada por Mako. Jimbo, em uma tentativa de fazer Mako ficar mal visto, sabota uma experiência de ciências do protagonista.  Mako pega ele no ato, e os dois começam a brigar, acidentalmente ativando a máquina. Esta então cria um portal dimensional que leva os dois garotos para uma outra dimensão. No momento em que isso acontece, Nana e o professor de história deles, Sr. Fujiyama (um tremendo beberrão), também estavam na escola, e também vão parar nesse outro planeta, chamado El Hazard. Os quatro a princípio se dividem e se perdem um dos outros.  Mako encontra rapidamente o professor Fujiyama, que por razões inexplicáveis nessa outra dimensão tem superforça (apenas quando está sóbrio). Os dois acabam salvando a princesa Ruhn, que estava sendo perseguida por insetos gigantes, do tamanho de uma pessoa. Os dois descobrem que em El Hazard está havendo uma guerra entre uma raça humana, liderada por essa princesa que salvam, e uma raça de insetos gigantes, liderada pela vilã, Rainha Deeva. Nana fica perdida durante algum tempo, mas acaba encontrando Mako e o Sr. Fujiyama.  A princesa Ruhn acaba se apaixonando também por Mako, que fica dividido entre as duas garotas. Jimbo acaba sendo encontrado pelos insetos, e alia-se à vilã, Rainha Deeva, para destruir seu odiado inimigo, Mako. Os quatro personagens acabam, portanto, envolvendo-se nessa guerra pelo poder nesse estranho lugar, ao mesmo tempo em que buscam uma maneira de conseguir voltar para casa. Depois dos primeiros episódios, Mako e seu professor partem numa jornada ao redor do mundo onde estão (em companhia de uma nova personagem, uma menininha chamada Ariel, que gosta de implicar com Fujiyama) para encontrar uma maneira de voltar para a Terra (e acabam encontrando Nana e deparam-se várias vezes com o malvado Jimbo).","{'id_original': 116, 'episodios': 26}"
117,El Hazard: The Magnificent World,,"['Adventure', 'Comedy', 'Fantasy', 'Romance']","['Comédia & Slice of Life', 'Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia', 'Romance']",7.24,4332.5,https://cdn.myanimelist.net/images/anime/1893/128632.jpg,"Tudo esta dando errado na vida de Jinnai Katsuhiko. Após fingir ser o descobridor das ruínas que apareceram durante um terremoto no porão da escola secundária, sua própria irmã expôe ele a vergonha, em rede nacional, com a alegação que ele fraudou as eleições presidenciais estudantis. Mizuhara Makoto é a única testemunha da fraude... mas seu testemunho será atrasado indefinidamente, pois os poderes das ruínas de algum modo é ativado e transporta a irmã de Jinnai, Jinnai, um professor alcoolatra e ele mesmo a um universo paralelo assolado pela guerra.","{'id_original': 117, 'episodios': 7}"
119,Final Approach,2004,"['Comedy', 'Drama', 'Romance']","['Drama & Narrativo', 'Comédia & Slice of Life', 'Romance']",6.49,9137.5,https://cdn.myanimelist.net/images/anime/11/14607.jpg,"Desde que seus pais morreram, há alguns anos, Ryo e sua irmã Akan Ryo tem vivido juntos sozinhos. Apesar da sua difícil situação, eles são razoavelmente felizes, e vivem vidas normais. No entanto, tudo está prestes a ser virado de cabeça para baixo devido a um projeto governamental secreto. Devido a baixas taxas de natalidade no Japão, o governo japonês está testando um programa em que dois jovens são forçados a se casar. Ryo não quer se casar, mas não tem escolha quando a sua nova namorada, Shizuka, chega à sua casa tarde uma noite com várias dezenas de agentes do governo, que estão ali para garantir o êxito do novo casal. Diferentemente Ryo, Shizuka não poderia estar mais feliz com este novo programa.","{'id_original': 119, 'episodios': 13}"
120,Fruits Basket,2001,"['Drama', 'Romance', 'Supernatural']","['Drama & Narrativo', 'Terror & Suspense', 'Sci-Fi & Fantasia', 'Romance']",7.69,146219.5,https://cdn.myanimelist.net/images/anime/4/75204.jpg,"A jovem estudante Tohru Honda se viu sozinha no mundo depois que sua mãe morreu. Sem casa e sem ninguém para lhe amparar, ela acaba conhecendo os misteriosos membros da família Sohma. Depois de se aproximar deles, a garota começa a desvendar a relação dessa família com um segredo envolvendo os Doze Signos do Horóscopo Chinês!","{'id_original': 120, 'episodios': 26}"
121,Fullmetal Alchemist,2003,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']","['Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia']",8.11,461818.0,https://cdn.myanimelist.net/images/anime/10/75815.jpg,"Os irmãos Edward e Alphonse Elric têm um terrível passado. Quando eram apenas crianças foram abandonados pelo pai e criados apenas pela mãe que morreu poucos anos depois. Na tentativa de ressuscitá-la, eles usaram uma técnica proibida de alquimia, mas a experiência dá errado: Edward perde uma perna e Alphonse, o corpo inteiro. Para salvar a alma do irmão, Edward sacrifica um braço e a prende em uma armadura antiga. Seguindo os conselhos do Tenente-Coronel Roy Mustang do exército dos alquimistas federais, os irmãos se tornam alquimistas do Estado e partem em busca da Pedra Filosofal, que pode ajudá-los a recuperar o que perderam.","{'id_original': 121, 'episodios': 51}"
122,Looking for the Full Moon,2002,"['Comedy', 'Drama', 'Romance', 'Supernatural']","['Terror & Suspense', 'Comédia & Slice of Life', 'Drama & Narrativo', 'Romance', 'Sci-Fi & Fantasia']",7.93,24866.0,https://cdn.myanimelist.net/images/anime/1900/99154.jpg,"Mitsuki Kouyama fez uma promessa com seu amigo Eichi Sakurai antes dele se mudar para os Estados Unidos, de que os dois realizariam seus respectivos sonhos. No entanto, Mitsuki foi diagnosticada com um tumor maligno na garganta, afetando sua expectativa de vida. Um dia, dois shinigamis, Yui Meroko e Kira Takuto, aparecem para dizer a ela que só lhe resta um ano de vida. Assim, Mitsuki pede ajuda a eles para se tornar a cantora profissional ""Full Moon"" no tempo que lhe resta. Será que sua música pode chegar tão longe quanto a lua para alcançar Eichi?","{'id_original': 122, 'episodios': 52}"
123,Mysterious Play,1995,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Drama & Narrativo', 'Ação & Aventura', 'Romance', 'Sci-Fi & Fantasia']",7.6,27012.5,https://cdn.myanimelist.net/images/anime/2/20140.jpg,"Fushigi Yuugi conta a história de Miaka Yuki, uma estudante que está prestes a fazer um teste de admissão no colégio. Um dia ela resolve estudar na biblioteca do colégio junto com a sua melhor amiga Yui. Quando Miaka resolve comprar um sumo numa máquina, ela avista uma ave vermelha muito estranha, e resolve segui-la. A ave entra em uma sala com um aviso: ""Sala de Referências de Documentos Importantes - Proibida a entrada de pessoas não autorizadas"". Assim que entra na sala, Yui a encontra e Miaka resolve contar-lhe sobre a ave que ela havia seguido. Nesse momento um livro cai e assim que Yui começa a lê-lo, ambas são transportadas para dentro do livro, que tinha como ambiente a China Antiga, onde a nossa história se passa.","{'id_original': 123, 'episodios': 52}"
124,Mysterious Play: Eikoden,,"['Adventure', 'Drama', 'Fantasy', 'Romance']","['Drama & Narrativo', 'Ação & Aventura', 'Romance', 'Sci-Fi & Fantasia']",6.78,4745.5,https://cdn.myanimelist.net/images/anime/11/67701.jpg,"Fushigi Yuugi conta a história de Miaka Yuki, uma estudante que está prestes a fazer um teste de admissão no colégio. Um dia ela resolve estudar na biblioteca do colégio junto com a sua melhor amiga Yui. Quando Miaka resolve comprar um sumo numa máquina, ela avista uma ave vermelha muito estranha, e resolve segui-la. A ave entra em uma sala com um aviso: ""Sala de Referências de Documentos Importantes - Proibida a entrada de pessoas não autorizadas"". Assim que entra na sala, Yui a encontra e Miaka resolve contar-lhe sobre a ave que ela havia seguido. Nesse momento um livro cai e assim que Yui começa a lê-lo, ambas são transportadas para dentro do livro, que tinha como ambiente a China Antiga, onde a nossa história se passa.","{'id_original': 124, 'episodios': 4}"
125,Twin Love,2004,"['Comedy', 'Romance']","['Drama & Narrativo', 'Comédia & Slice of Life', 'Romance']",6.41,8371.5,https://cdn.myanimelist.net/images/anime/1498/145934.jpg,"Futami Nozumo acabou de voltar à cidade onde morou quando criança. Seu pai teve que viajar a negócios e sua mãe já morrera a algum tempo. Nessa cidade, a taxa de gêmeas é muito alta, sendo isso creditado à uma lenda local. Na casa onde ele ira morar moram duas e ele conhece outras duas, amigas de infância. Logo ele conhece mais duas, mais tarde, outras duas, depois... Enfim, agora ele se vê cercado de belas garotas e não faltarão confusões a sua volta.","{'id_original': 125, 'episodios': 13}"
127,Gate Keepers,2000,"['Comedy', 'Fantasy', 'Sci-Fi']","['Comédia & Slice of Life', 'Sci-Fi & Fantasia']",6.9,4985.5,https://cdn.myanimelist.net/images/anime/12/15226.jpg,"A história se passa em 1969, um período em que o Japão está passando por um desenvolvimento econômico e social intensa após o fim da Segunda Guerra Mundial, em 1945. Sem o conhecimento dos seres humanos, seres alienígenas de outra dimensão, chamados de ""Invaders"" (インベーダー, Invēdā?), surgem com o plano de dominar o mundo, enviando diversos agentes para causar estragos nas cidades, transformando as pessoas em lacaios dos robóticos. Na tentativa de deter os Invaders e defender o planeta, uma organização de elite altamente secreta chamada Alien Exterminating Global Intercept System (lit. Sistema Glboal de Interceptação e Exterminação de Aliens; A.E.G.I.S), foi criada com financiamento do governo. Eles contam com a capacidade dos ""Gate Keepers"", que têm o poder de abrir portões dimensionais através de uma energia paranormal que dá a eles superpoderes. Estes superpoderes são as únicas coisas que tem efeito sob os Invaders","{'id_original': 127, 'episodios': 24}"
129,Saiyuki,2000,"['Action', 'Adventure', 'Drama', 'Fantasy']","['Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia']",7.54,11065.5,https://cdn.myanimelist.net/images/anime/11/75282.jpg,"A história precede o caos que começou em Togenkyo, que é a terra sagrada onde humanos e demônios conviviam juntos em paz e se davam bem uns com os outros. Porém, após a tentativa de alguém usar a arte da química e magia juntos, utilizando uma escritura anciã, para dar vida novamente a Gyumao, o super demônio, um dos cinco deuses que governavam o céu. Genjo Sanzo, um sanzoboshi que é o mais alto grau que um monge pode alcançar, é chamado ao palácio Shayou Choanis . Ele é designado para ir as terras ao oeste, onde o caos começou, para descobrir quem está por trás de toda a crescente confusão e parar seu processo. Son Goku, Sha Gojyo, e Cho Hakkai são designados a se juntarem a ele. Sanzo não concordou em levá-los junto no começo, pois são três demônios, porém, cada um deles tem uma parte humana que sustenta suas sanidades.","{'id_original': 129, 'episodios': 50}"
132,Getbackers,2002,"['Action', 'Mystery', 'Supernatural']","['Terror & Suspense', 'Ação & Aventura', 'Sci-Fi & Fantasia', 'Estratégia & Puzzle']",7.56,27653.0,https://cdn.myanimelist.net/images/anime/1056/109721.jpg,"Ban Mido e Ginji Amano são uma dupla mais conhecida como ""GetBackers"". Ban tem dois poderes: o “picada de cobra"" (suas mãos têm uma força de 200kg) e o “olhar do mal"" (qualquer um que olhe em seus olhos ficará preso em uma poderosa alucinação).  Ginji tem a habilidade de gerar centenas de volts de eletricidade de seu corpo. Juntos, eles comandam um negócio para recuperar tudo o que foi perdido ou roubado de um cliente – e garantem 100% de sucesso. Eles estão sempre a espera de clientes na Honkey Tony, um pequeno restaurante, e se metem nos mais estranhos e bizarros casos para recuperar tudo que lhes foi pedido e manter a taxa de sucesso, mas os preços também são muito altos.  (fonte: antiga Animax Brasil)","{'id_original': 132, 'episodios': 49}"
133,Green Green,2003,"['Comedy', 'Romance', 'Ecchi']","['Drama & Narrativo', 'Comédia & Slice of Life', 'Romance']",6.12,33867.5,https://cdn.myanimelist.net/images/anime/7/75251.jpg,"Os meninos da Kanenone Gakuen (uma escola só para meninos localizada no interior do Japão) vão para a escola Hanaoka (só para meninas) para testarem se dá certo juntarem as escolas no próximo período escolar. A partir daí pode-se imaginar a confusão (os estudantes de ambas as escolas não estão acostumados a conviver com o sexo oposto) o pior é que alguns garotos tarados só querem saber de espionar as meninas. Algumas meninas revoltadas criam uma antipatia em ralação aos garotos. Em meio a tudo isso, Takazaki Yuusuke e Chitose Midori começam a esboçar um romance.","{'id_original': 133, 'episodios': 12}"
134,Gunslinger Girl,2003,"['Action', 'Drama', 'Sci-Fi', 'Suspense']","['Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia']",7.38,40353.0,https://cdn.myanimelist.net/images/anime/5/3088.jpg,"Henrietta era uma menininha como tantas outras, até o dia em que foi deixada para morrer após ter testemunhado o brutal assassinato da sua família. Terrivelmente traumatizada e sem vontade de viver, permaneceu no hospital em coma até que uma corporação decidiu usá-la para um de seus projetos secretos. Após ter-se submetido a um tipo de lavagem cerebral e ter muito de seu corpo substituído por implantes cibernéticos, Henrietta não tem nenhuma recordação de seu passado e começa sua nova vida como uma assassina, trabalhando para um grupo secreto anti-terrorismo.","{'id_original': 134, 'episodios': 13}"
135,Hikaru no Go,2001,"['Comedy', 'Drama', 'Supernatural']","['Drama & Narrativo', 'Terror & Suspense', 'Comédia & Slice of Life', 'Sci-Fi & Fantasia']",8.07,33065.5,https://cdn.myanimelist.net/images/anime/12/78317.jpg,"Com um penteado de dois tons e uma pitada de imaturidade, Hikaru Shindou encontra um velho tabuleiro de Go com uma surpresa oculta: preso dentro do tabuleiro de Go está Fujiwara-no-Sai, o fantasma de um antigo mestre de Go! Em um piscar de olhos, Sai se torna parte da consciência de Hikaru e logo começa a aprender a verdadeira essência por trás desse antigo jogo de habilidade e estratégia.","{'id_original': 135, 'episodios': 75}"
136,Hunter x Hunter,1999,"['Action', 'Adventure', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",8.43,154556.5,https://cdn.myanimelist.net/images/anime/1305/132237.jpg,"A história tem como protagonista Gon Freecss, um menino de 12 anos que quer encontrar o seu pai a todo o custo, então ele decide se tornar um ""Hunter"", assim como ele, e de alguma forma encontrar o seu paradeiro.","{'id_original': 136, 'episodios': 62}"
141,Jinki: Extend,2005,['Sci-Fi'],['Sci-Fi & Fantasia'],6.04,2420.5,https://cdn.myanimelist.net/images/anime/3/44792.jpg,"Jinki segue a história da personagem principal Aoba, uma solitária adolescente que se destaca na construção de robôs de plástico. Um dia, ela é sequestrada pela sua própria mãe e levada para as florestas da América do Sul, onde uma organização chamada ""Angel"" está preparando um robô nomeado de Robô de Combate Número 2 (O Guardião), para batalhar contra o antigo ""Jin-ki"" (Máquinas Humanas).","{'id_original': 141, 'episodios': 12}"
143,Destiny of the Shrine Maiden,2004,"['Drama', 'Girls Love', 'Supernatural']","['Drama & Narrativo', 'Terror & Suspense', 'Sci-Fi & Fantasia']",6.8,15880.0,https://cdn.myanimelist.net/images/anime/8/73955.jpg,"Um amor do passado, duas sacerdotisas, um Deus que quer dominar o mundo e os Orochi, seres que tentarão conquistar o mundo a qualquer custo com a ajuda de seus robôs. Himeko e Chikane, duas garotas comuns, devem se tornar a sacerdotisa do Sol e a sacerdotisa da Lua para despertar o Ame no Murakumo e salvar o mundo. No entanto, Soma, um membro do Orochi que se revelou, decide ajudar Himeko e se coloca entre elas.","{'id_original': 143, 'episodios': 12}"
145,His and Her Circumstances,1998,"['Comedy', 'Drama', 'Romance']","['Drama & Narrativo', 'Comédia & Slice of Life', 'Romance']",7.6,42742.5,https://cdn.myanimelist.net/images/anime/1222/108880.jpg,"O anime começa contando a história de Miyazawa Yukino, uma garota ""perfeita"", simpática, gentil, humilde, além de ser a melhor aluna de sua escola e ajudar suas colegas de classe em tudo, mas como nada é perfeito, essa face gentil e simpática que ela carrega para todo lado é simplesmente uma mascara para esconder sua verdadeira personalidade, uma garota completamente egoísta, que faz de tudo para ser a melhor de todas e ganhar elogios e mais elogios, ou como ela diz: ""a rainha da vaidade"".","{'id_original': 145, 'episodios': 26}"
146,This Ugly Yet Beautiful World,2004,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']","['Drama & Narrativo', 'Sci-Fi & Fantasia', 'Comédia & Slice of Life', 'Romance']",6.69,14813.5,https://cdn.myanimelist.net/images/anime/10/21035.jpg,"A estudante Takeru Takemoto trabalha a tempo parcial como um mensageiro de bicicleta (motor). Durante uma de suas entregas, ele viu uma luz misteriosa passando por ele e caiu em uma floresta. O que ele tinha encontrado era uma menina bonita que sai de um casulo brilhante, chamando a si mesma “Hikari”. Enquanto Takeru foi muito envergonhado por causa da nudez Hikari, um estranho monstro de repente apareceu e imediatamente atacou os dois. Ambos Takeru e Hikari demonstrou o poder de seus outros eus antes Takeru tinha a menor idéia do que está acontecendo.","{'id_original': 146, 'episodios': 12}"
147,Rumbling Hearts,2003,"['Drama', 'Romance']","['Drama & Narrativo', 'Romance']",7.16,35340.5,https://cdn.myanimelist.net/images/anime/5/10227.jpg,"Narumi Takayuki é um aluno de terceiro ano do ensino médio, que não estuda muito para o vestibular. Entretanto, ele nem gasta seu tempo estudando e nem fazendo nada interessante. Seus amigos Taira Shinji e Hayase Mizuki são ambos muito ocupados estudando e nadando, então Takayuki se sente sozinho. Até que um dia, ele conhece uma garota...","{'id_original': 147, 'episodios': 14}"
149,Loveless,2005,"['Boys Love', 'Drama', 'Mystery', 'Supernatural']","['Drama & Narrativo', 'Terror & Suspense', 'Sci-Fi & Fantasia', 'Estratégia & Puzzle']",6.7,36095.5,https://cdn.myanimelist.net/images/anime/2/22947.jpg,"A história começa no primeiro dia de aula de Ritsuka, quando ele é transferido de sua antiga escola porque seu irmão mais velho, Seimei, foi carbonizado dentro da sala de aula na qual o menino estudava. Esse evento aconteceu há dois anos e, desde aquela data, Ritsuka luta desesperadamente para recuperar sua memória perdida e para reencontrar seu verdadeiro ser, bem como o responsável pela morte cruel de seu irmão, a única pessoa em quem confiava. Além desses detalhes, é importante ressaltar algumas características que definem a personalidade sombria e desacreditada de Ritsuka, características essas que se refletem em sua relação com as pessoas que o rodeiam e com o mundo. Um bom exemplo é Yuiko, uma colega de classe que, desde o primeiro momento, se empenha para ganhar a confiança e a afeição do nosso protagonista, sem muito sucesso. Ritsuka tende sempre a se isolar, certo de que todos os momentos haverão de passar, todas as memórias haverão de fenecer cedo ou tarde, e as pessoas deixarão de existir.","{'id_original': 149, 'episodios': 12}"
150,Blood+,2005,"['Action', 'Drama', 'Horror', 'Mystery', 'Supernatural']","['Terror & Suspense', 'Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia', 'Estratégia & Puzzle']",7.6,82107.0,https://cdn.myanimelist.net/images/anime/10/10183.jpg,"A adolescente Saya Otonashi leva uma vida normal com seu pai, George Miyagusuku, um militar aposentado da guerra do Vietnã, e seus irmãos adotivos Kai e Riku, em Okinawa, no Japão. Porém sua memória a limita a apenas ao ano anterior de sua vida. Misteriosos acontecimentos como o aparecimento dos Chiropteras, vão cada vez mais envolvendo Saya numa trama que pode lhe revelar o seu passado secreto.","{'id_original': 150, 'episodios': 50}"
151,Re: Cutie Honey,,"['Action', 'Comedy', 'Girls Love', 'Sci-Fi', 'Ecchi']","['Ação & Aventura', 'Comédia & Slice of Life', 'Sci-Fi & Fantasia']",7.14,6271.0,https://cdn.myanimelist.net/images/anime/6/52103.jpg,"Uma misteriosa organização conhecida como Panther Claw faz sua presença conhecida aterrorizando Tóquio e dando trabalho aos policiais. A polícia fica ainda mais perplexa com o aparecimento de um vigilante cosplayer solitário que frustra todos os esquemas malignos da Panther Claw antes de desaparecer. Essa cosplayer é Honey Kisaragi, o resultado do experimento premiado do falecido Professor Kisaragi. Uma mestre do disfarce, Honey pode alterar instantaneamente sua aparência física e roupas. Mas com um toque no botão em forma de coração em sua gargantilha, ela se transforma em Cutie Honey, a guerreira do amor e da justiça, seminu, empunhando uma espada.","{'id_original': 151, 'episodios': 3}"
152,Solty Rei,2005,"['Action', 'Sci-Fi']","['Ação & Aventura', 'Sci-Fi & Fantasia']",7.24,6735.5,https://cdn.myanimelist.net/images/anime/3/75582.jpg,"Roy Revant vive a difícil rotina de um caçador de recompensas em uma cidade pós-apocalíptica, onde milhares de pessoas morreram em circustâncias misteriosas devido à ocorrência de um evento chamado de Grande Explosão, causada pela Aurora Boreal. Numa de suas missões como caçador de recompensas, Roy conhece uma menina que salva sua vida por acaso. Esta menina, tal como inúmeros outros, possui “resembles” em seu corpo. O intrigante é que todo o seu corpo é composto por “resembles”. Mais tarde, Solty, nome dado à menina por Roy, passa a viver com o caçador. Agora, Roy procura por sua filha desaparecida após a Grande Explosão e Solty o ajuda sempre que pode.","{'id_original': 152, 'episodios': 24}"
153,The Twelve Kingdoms,2002,"['Action', 'Adventure', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",8.01,24395.5,https://cdn.myanimelist.net/images/anime/6/50859.jpg,"Conta a história da esforçada estudante Yoko Nakajima, que tenta levar uma vida normal, mas com seus freqüentes pesadelos e os cabelos vermelhos, sofre por não se sentir parte da turma. Um estranho homem chamado Keiki se apresenta para Yoko, lhe promete lealdade e a leva, juntamente com duas colegas de classe, para um outro mundo, onde a protagonista descobre que é rainha do reinado de Kei. Lá elas se perdem de Keiki e o status de ‘Kaikyaku’ (pessoas vindas da Terra) as tornam fugitivas. Yoko começa então sua jornada de espionagem, terror e traição na terra dos 12 reinos. A mística desta dúzia de reinos assombra a personagem principal com um desafio após o outro.","{'id_original': 153, 'episodios': 45}"
154,Shaman King,2001,"['Action', 'Adventure', 'Supernatural']","['Terror & Suspense', 'Ação & Aventura', 'Sci-Fi & Fantasia']",7.73,100900.5,https://cdn.myanimelist.net/images/anime/1722/99235.jpg,"Antigamente, existiam pessoas no qual tinha o poder de fazer a conexão entre o mundo dos humanos e o mundo dos mortos. Essas pessoas chamadas de Shaman, podiam incorporar espíritos, permanecendo num estado de transe durante todo esse processo de incorporação. Baseada nisso, o anime conta a trajetória de Yoh, nosso personagem principal, que é um Shaman que deseja se tornar o Rei do Shaman,assim como dezenas de outros Shamans espalhados pelo mundo. Para se tornar o Rei, Yoh terá que enfrentar numa luta shamans igualmente e até mais poderosos que ele, que com a ajuda de seu amigo Manta, sua noiva Anna e seu espírito guardião Amidamaru, ele terá que superar todos os desafios para se tornar um Shaman King.","{'id_original': 154, 'episodios': 64}"
157,Negima!,2005,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Comédia & Slice of Life', 'Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia', 'Romance']",6.92,33033.5,https://cdn.myanimelist.net/images/anime/12/89535.jpg,"Negi Springfield é um mago de 10 anos de idade que sonha em se tornar um Magister Magi (magos poderosos que usam seus poderes para ajudar aos outros, geralmente trabalhando secretamente em entidades não governamentais). Ele cola grau na Escola de Magia de Meridiana, no País de Gales, sua terra natal, e antes de se tornar efetivamente um Magister Magi, deve completar seu treinamento como mago, lecionando inglês num colégio feminino no Japão.","{'id_original': 157, 'episodios': 26}"
158,Maria Watches Over Us,2004,"['Drama', 'Girls Love']",['Drama & Narrativo'],7.27,11554.5,https://cdn.myanimelist.net/images/anime/1994/114208.jpg,"Na Lillian Girls' Academy, uma renomada escola católica só para meninas, duas garotas se tornam soeurs, ou ""irmãs"", para apoiar e orientar umas às outras durante o período em que frequentam a escola. A tímida Yumi Fukuzawa se achava muito comum para atrair uma soeur tão popular e bonita como Sachiko Ogasawara, mas, por alguma razão, Sachiko está de olho em Yumi - mas, afinal, por que ela quer se tornar a soeur de Yumi e o que significa se tornar a soeur de Sachiko?","{'id_original': 158, 'episodios': 13}"
160,"Now and Then, Here and There",1999,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']","['Drama & Narrativo', 'Ação & Aventura', 'Sci-Fi & Fantasia']",7.57,22648.5,https://cdn.myanimelist.net/images/anime/1094/109008.jpg,"Shuzo Matsutani, ou simplesmente Shu, é um estudante de Kendô de espírito alegre e jovial, e que muitas vezes se vê em situações complicadas devido à sua falta de concentração. Ao voltar da escola para casa, ele se depara com uma garota misteriosa de olhos azuis e distantes chamada Lalaru. Shu não imaginava as enormes mudanças que ocorreriam em sua vida após este encontro casual. O lado brutal do ser humano colocará à prova toda a sua alegria de viver, e as cicatrizes serão inevitáveis.","{'id_original': 160, 'episodios': 13}"
161,Peace Maker Kurogane,2003,"['Action', 'Comedy']","['Ação & Aventura', 'Comédia & Slice of Life']",7.28,12089.0,https://cdn.myanimelist.net/images/anime/10/77408.jpg,"A História se passa durante o Bakumatsu (mesmo período de Rurouni Kenshin). Nesse período, Ichimura Tetsunosuke e Ichimura Tatsunosuke, dois irmãos órfãos, acabam de se alistar no Shinsengumi como um ""soldado Ábaco"", que basicamente são homens que trabalhavam na Contabilidade e setores Administrativos do grupo. Tetsunosuke quer a qualquer custo se alistar no Shinsengumi como um Homem de Batalhas. O objetivo de Tatsunosuke é conseguir dinheiro para poder levar a vida com seu irmão mais novo, porém Tetsunosuke busca VINGANÇA. Acontece que o pai dos dois irmãos foi morto pelos Monarquistas, e Tetsunosuke busca a todo custo destruí-los.","{'id_original': 161, 'episodios': 24}"
162,Pita-Ten,2002,"['Comedy', 'Fantasy', 'Romance']","['Drama & Narrativo', 'Romance', 'Comédia & Slice of Life', 'Sci-Fi & Fantasia']",6.92,5622.5,https://cdn.myanimelist.net/images/anime/7/25205.jpg,"A trama se centra na personagem hiper-ativa Misha e em suas aventuras pra se tornar um anjo licenciado. Para isso ela deve fazer seu pouco humorado vizinho, Kotarou.  A história assume um tom cômico e, perto do final, certas revelações vão tornando a história um pouco mais séria.","{'id_original': 162, 'episodios': 26}"
163,Power Stone,1999,"['Adventure', 'Comedy', 'Fantasy']","['Ação & Aventura', 'Comédia & Slice of Life', 'Sci-Fi & Fantasia']",6.46,2161.5,https://cdn.myanimelist.net/images/anime/1110/98247.jpg,"O jovem Falcon é um rapaz que não para quieto e se veste (extravagantemente, diga-se de passagem) como um aviador. Após o desaparecimento misterioso de seu pai arqueólogo, que estava à procura das lendárias Pedras do Poder (Power Stone..), o mordomo da família ordena que o garoto vá em busca do velho. Antes de partir, Falcon recebe uma das misteriosas pedras, sem saber do que se tratava (afinal… Pedras são pedras!). Quase que ao mesmo tempo, ele é atacado por misteriosos guerreiros ninjas e no momento de maior perigo, a pedra manifesta um estranho brilho que o envolve. Surge então uma estranha armadura que dá ao rapaz super poderes para mandar os inimigos para o pau. Intrigado, Falcon agora quer descobrir que diabos são as tais pedras e o paradeiro do seu papito. Começa assim a aventura.","{'id_original': 163, 'episodios': 26}"
