id,titulo,ano_lancamento,generos,generos_unificados,rating,num_avaliacoes,imagem,descricao,metadados
52034,[Oshi No Ko],2023,"['Award Winning', 'Drama']",['Drama & Narrativo'],8.55,588597,https://cdn.myanimelist.net/images/anime/1812/134736.jpg,"In the entertainment world, celebrities often show exaggerated versions of themselves to the public, concealing their true thoughts and struggles beneath elaborate lies. Fans buy into these fabrications, showering their idols with undying love and support, until something breaks the illusion. Sixteen-year-old rising star Ai Hoshino of pop idol group B Komachi has the world captivated; however, when she announces a hiatus due to health concerns, the news causes many to become worried.  As a huge fan of Ai, gynecologist Gorou Amemiya cheers her on from his countryside medical practice, wishing he could meet her in person one day. His wish comes true when Ai shows up at his hospital—not sick, but pregnant with twins! While the doctor promises Ai to safely deliver her children, he wonders if this encounter with the idol will forever change the nature of his relationship with her.  [Written by MAL Rewrite]","{'id_original': 52034, 'episodios': 11}"
30484,Steins;Gate 0,2018,"['Drama', 'Sci-Fi', 'Suspense']","['Drama & Narrativo', 'Sci-Fi & Fantasia']",8.55,463448,https://cdn.myanimelist.net/images/anime/1375/93521.jpg,"The eccentric, self-proclaimed mad scientist Rintarou Okabe has become a shell of his former self. Depressed and traumatized after failing to rescue his friend Makise Kurisu, he has decided to forsake his mad scientist alter ego and live as an ordinary college student. Surrounded by friends who know little of his time travel experiences, Okabe spends his days trying to forget the horrors of his adventures alone.   While working as a receptionist at a college technology forum, Okabe meets the short, spunky Maho Hiyajo, who  later turns out to be the interpreter at the forum's presentation, conducted by Professor Alexis Leskinen. In front of a stunned crowd, Alexis and Maho unveil Amadeus—a revolutionary AI capable of storing a person's memories and creating a perfect simulation of that person complete with their personality and quirks. Meeting with Maho and Alexis after the presentation, Okabe learns that the two were Kurisu's colleagues in university, and that they have simulated her in Amadeus. Hired by Alexis to research the simulation's behavior, Okabe is given the chance to interact with the shadow of a long-lost dear friend. Dangerously tangled in the past, Okabe must face the harsh reality and carefully maneuver around the disastrous consequences that come with disturbing the natural flow of time.  [Written by MAL Rewrite]","{'id_original': 30484, 'episodios': 23}"
7785,The Tatami Galaxy,2010,"['Award Winning', 'Comedy', 'Mystery', 'Romance', 'Suspense']","['Drama & Narrativo', 'Estratégia & Puzzle', 'Comédia & Slice of Life', 'Romance', 'Terror & Suspense']",8.55,154442,https://cdn.myanimelist.net/images/anime/1633/123689.jpg,"One autumn evening at a mysterious ramen stand behind the Shimogamo Shrine, a lonely third-year college student bumps into a man with an eggplant-shaped head who calls himself a god of matrimony. Meeting this man causes the student to reflect upon his past two years at college—two years bitterly spent trying to break up couples on campus with his only friend Ozu, a ghoulish-looking man seemingly set on making his life as miserable as possible. Resolving to make the most out of the rest of his college life, the student attempts to ask out the unsociable but kind-hearted underclassman Akashi, yet fails to follow through, prompting him to regret not living out his college life differently. As soon as this thought passes through his head, however, he is hurtled through time and space to the beginning of his years at college and given another chance to live his life.  Surreal, artistic, and mind-bending, Yojouhan Shinwa Taikei chronicles the misadventures of a young man on a journey to make friends, find love, and experience the rose-colored campus life he always dreamed of.  [Written by MAL Rewrite]","{'id_original': 7785, 'episodios': 11}"
170,Slam Dunk,1993,['Sports'],[],8.55,148672,https://cdn.myanimelist.net/images/anime/12/86890.jpg,"Hanamichi Sakuragi, infamous for his temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""  One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking ways and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.  [Written by MAL Rewrite]","{'id_original': 170, 'episodios': 101}"
28735,Showa Genroku Rakugo Shinju,2016,['Drama'],['Drama & Narrativo'],8.54,98574,https://cdn.myanimelist.net/images/anime/1354/124768.jpg,"Yotarou is a former yakuza member fresh out of prison and fixated on just one thing: rather than return to a life of crime, the young man aspires to take to the stage of rakugo, a traditional Japanese form of comedic storytelling. Inspired during his incarceration by the performance of distinguished practitioner Yakumo Yuurakutei, he sets his mind on meeting the man who changed his life. After hearing Yotarou's desperate appeal for his mentorship, Yakumo is left with no choice but to accept his very first apprentice.  As he eagerly begins his training, Yotarou meets Konatsu, an abrasive young woman who has been under Yakumo's care ever since her beloved father Sukeroku Yuurakutei, another prolific rakugo performer, passed away. Through her hidden passion, Yotarou is drawn to Sukeroku's unique style of rakugo despite learning under contrasting techniques. Upon seeing this, old memories and feelings return to Yakumo who reminisces about a much earlier time when he made a promise with his greatest rival.  Shouwa Genroku Rakugo Shinjuu is a story set in both the past and present, depicting the art of rakugo, the relationships it creates, and the lives and hearts of those dedicated to keeping the unique form of storytelling alive.  [Written by MAL Rewrite]","{'id_original': 28735, 'episodios': 13}"
40748,Jujutsu Kaisen,2020,"['Action', 'Award Winning', 'Supernatural']","['Sci-Fi & Fantasia', 'Ação & Aventura', 'Terror & Suspense']",8.53,1917338,https://cdn.myanimelist.net/images/anime/1171/109222.jpg,"Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the King of Curses.  Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Prefectural Jujutsu High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer.  [Written by MAL Rewrite]","{'id_original': 40748, 'episodios': 24}"
205,Samurai Champloo,2004,"['Action', 'Adventure', 'Comedy']","['Ação & Aventura', 'Comédia & Slice of Life']",8.52,675708,https://cdn.myanimelist.net/images/anime/1370/135212.jpg,"Fuu Kasumi is a young and clumsy waitress who spends her days peacefully working in a small teahouse. That is, until she accidentally spills a drink all over one of her customers! With a group of samurai now incessantly harassing her, Fuu desperately calls upon another samurai in the shop, Mugen, who quickly defeats them with his wild fighting technique, utilizing movements reminiscent to that of breakdancing. Unfortunately, Mugen decides to pick a fight with the unwilling ronin Jin, who wields a more precise and traditional style of swordfighting, and the latter proves to be a formidable opponent. The only problem is, they end up destroying the entire shop as well as accidentally killing the local magistrate's son.  For their crime, the two samurai are captured and set to be executed. However, they are rescued by Fuu, who hires the duo as her bodyguards. Though she no longer has a place to return to, the former waitress wishes to find a certain samurai who smells of sunflowers and enlists the help of the now exonerated pair to do so. Despite initially disapproving of this idea, the two eventually agree to assist the girl in her quest; thus, the trio embark upon an adventure to find this mysterious warrior—that is, if Fuu can keep Mugen and Jin from killing each other.  Set in an alternate Edo Period of Japan, Samurai Champloo follows the journey of these three eccentric individuals in an epic quest full of action, comedy, and dynamic sword fighting, all set to the beat of a unique hip-hop infused soundtrack.  [Written by MAL Rewrite]","{'id_original': 205, 'episodios': 26}"
35839,A Place Further Than The Universe,2018,"['Adventure', 'Comedy', 'Drama']","['Drama & Narrativo', 'Ação & Aventura', 'Comédia & Slice of Life']",8.5,232620,https://cdn.myanimelist.net/images/anime/6/89879.jpg,"Filled with an overwhelming sense of wonder for the world around her, Mari Tamaki has always dreamt of what lies beyond the reaches of the universe. However, despite harboring such large aspirations on the inside, her fear of the unknown and anxiety over her own possible limitations have always held her back from chasing them. But now, in her second year of high school, Mari is more determined than ever to not let any more of her youth go to waste. Still, her fear continues to prevent her from taking that ambitious step forward—that is, until she has a chance encounter with a girl who has grand dreams of her own.  Spurred by her mother's disappearance, Shirase Kobuchizawa has been working hard to fund her trip to Antarctica. Despite facing doubt and ridicule from virtually everyone, Shirase is determined to embark on this expedition to search for her mother in a place further than the universe itself. Inspired by Shirase's resolve, Mari jumps at the chance to join her. Soon, their efforts attract the attention of the bubbly Hinata Miyake, who is eager to stand out, and Yuzuki Shiraishi, a polite girl from a high class background. Together, the four spirited girls set sail toward the frozen south, all in search of something great.  [Written by MAL Rewrite]","{'id_original': 35839, 'episodios': 13}"
32182,Mob Psycho 100,2016,"['Action', 'Comedy', 'Supernatural']","['Terror & Suspense', 'Sci-Fi & Fantasia', 'Ação & Aventura', 'Comédia & Slice of Life']",8.49,1388434,https://cdn.myanimelist.net/images/anime/8/80356.jpg,"Eighth-grader Shigeo ""Mob"" Kageyama has tapped into his inner wellspring of psychic prowess at a young age. But the power quickly proves to be a liability when he realizes the potential danger in his skills. Choosing to suppress his power, Mob's only present use for his ability is to impress his longtime crush, Tsubomi, who soon grows bored of the same tricks.  In order to effectuate control on his skills, Mob enlists himself under the wing of Arataka Reigen, a con artist claiming to be a psychic, who exploits Mob's powers for pocket change. Now, exorcising evil spirits on command has become a part of Mob's daily, monotonous life. However, the psychic energy he exerts is barely the tip of the iceberg; if his vast potential and unrestrained emotions run berserk, a cataclysmic event that would render him completely unrecognizable will be triggered. The progression toward Mob's explosion is rising and attempting to stop it is futile.  [Written by MAL Rewrite]","{'id_original': 32182, 'episodios': 12}"
40834,Ranking of Kings,2021,"['Adventure', 'Fantasy']","['Sci-Fi & Fantasia', 'Ação & Aventura']",8.49,387499,https://cdn.myanimelist.net/images/anime/1347/117616.jpg,"The people of the kingdom look down on the young Prince Bojji, who can neither hear nor speak. They call him ""The Useless Prince"" while jeering at his supposed foolishness.  However, while Bojji may not be physically strong, he is certainly not weak of heart. When a chance encounter with a shadow creature should have left him traumatized, it instead makes him believe that he has found a friend amidst those who only choose to notice his shortcomings. He starts meeting with Kage, the shadow, regularly, to the point where even the otherwise abrasive creature begins to warm up to him.  Kage and Bojji's unlikely friendship lays the budding foundations of the prince's journey, one where he intends to conquer his fears and insecurities. Despite the constant ridicule he faces, Bojji resolves to fulfill his desire of becoming the best king he can be.  [Written by MAL Rewrite]","{'id_original': 40834, 'episodios': 23}"
12431,Space Brothers,2012,['Comedy'],['Comédia & Slice of Life'],8.48,55473,https://cdn.myanimelist.net/images/anime/1290/135694.jpg,"On a fateful summer night in 2006, Mutta Nanba and his younger brother Hibito witness what they believe to be a UFO flying toward the Moon. This impressing and unusual phenomenon leads both siblings vowing to become astronauts, with Hibito aiming for the Moon and Mutta, convinced that the eldest brother has to be one step ahead, for Mars.  Now an adult, life hasn't turned out how Mutta had pictured it: he is diligently working in an automotive company, whereas Hibito is on his way to be the very first Japanese man to step on the Moon. However, after losing his job, Mutta is presented with an unexpected opportunity to catch up to his younger brother when the Japanese Aerospace Exploration Agency, commonly known as JAXA, accepts his application to participate in the next astronaut selection. Despite self-doubts about his prospects, Mutta is unwilling to waste this chance of a lifetime, and thus embarks on an ambitious journey to fulfill the promise made 19 years ago.  [Written by MAL Rewrite]","{'id_original': 12431, 'episodios': 99}"
30276,One-Punch Man,2015,"['Action', 'Comedy']","['Ação & Aventura', 'Comédia & Slice of Life']",8.48,2381043,https://cdn.myanimelist.net/images/anime/12/76049.jpg,"The seemingly unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, Saitama relentlessly trained for three years, losing all of his hair in the process. Now, Saitama is so powerful, he can defeat any enemy with just one punch. However, having no one capable of matching his strength has led Saitama to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored.  One day, Saitama catches the attention of 19-year-old cyborg Genos, who witnesses his power and wishes to become Saitama's disciple. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society. Saitama, who is shocked that no one knows who he is, quickly agrees. Meeting new allies and taking on new foes, Saitama embarks on a new journey as a member of the Hero Association to experience the excitement of battle he once felt.  [Written by MAL Rewrite]","{'id_original': 30276, 'episodios': 12}"
37779,The Promised Neverland,2019,"['Mystery', 'Suspense']","['Estratégia & Puzzle', 'Terror & Suspense']",8.47,1373708,https://cdn.myanimelist.net/images/anime/1830/118780.jpg,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage—a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family, never to be heard from again.  However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.  [Written by MAL Rewrite]","{'id_original': 37779, 'episodios': 12}"
47194,Summer Time Rendering,2022,"['Mystery', 'Supernatural', 'Suspense']","['Estratégia & Puzzle', 'Sci-Fi & Fantasia', 'Terror & Suspense']",8.47,277967,https://cdn.myanimelist.net/images/anime/1120/120796.jpg,"Since the death of his parents, Shinpei Ajiro had lived with the Kofune family and their two daughters—Mio and Ushio. Although he then left his home island to continue his education in Tokyo, Shinpei returns after Ushio tragically drowns during the attempted rescue of a little girl. During the funeral, his best friend informs him about bruises found around Ushio's neck, casting doubt over the cause of her death.  Suspecting a murder has taken place, Shinpei reevaluates recent events, but strange incidents only continue to transpire. Disappearing people and other unexplainable occurrences lead Mio to recall an old folktale referring to entities called ""Shadows,"" which may not be entirely fantasy. Supposedly, an encounter with one's Shadow foretells the person's impending demise.  Facing the dark side of Hitogashima Island, Shinpei stands against his grim fate to fulfill Ushio's final will—to protect Mio.  [Written by MAL Rewrite]","{'id_original': 47194, 'episodios': 25}"
10165,Nichijou - My Ordinary Life,2011,['Comedy'],['Comédia & Slice of Life'],8.47,394644,https://cdn.myanimelist.net/images/anime/3/75617.jpg,"Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou.   [Written by MAL Rewrite]","{'id_original': 10165, 'episodios': 26}"
50250,Chiikawa,2022,['Slice of Life'],['Comédia & Slice of Life'],8.46,4138,https://cdn.myanimelist.net/images/anime/1783/121944.jpg,"What's a Chiikawa? No one really knows, but everyone can see they're small, they're cute, and they're always having a fun time! Join them as they explore their surreal world with the sharp humor and clever antics that make the Chiikawa irresistible.  (Source: HIDIVE, edited)","{'id_original': 50250, 'episodios': None}"
6114,Rainbow,2010,"['Drama', 'Suspense']",['Drama & Narrativo'],8.46,165290,https://cdn.myanimelist.net/images/anime/9/72697.jpg,"Japan, 1955: Mario Minakami has just arrived at Shounan Special Reform School along with five other teenagers who have been arrested on serious criminal charges. All assigned to the same cell, they meet older inmate Rokurouta Sakuragi—a former boxer—with whom they establish a close bond. Under his guidance, and with the promise that they will meet again on the outside after serving their sentences, the delinquents begin to view their hopeless situation in a better light.  The seven cellmates struggle together against the brutal suffering and humiliation inflicted upon them by Ishihara, a sadistic guard with a grudge on Rokurouta, and Gisuke Sasaki, a doctor who takes pleasure in violating boys. Facing such hellish conditions, the seven inmates must scrape together all the strength they have to survive until their sentences are up; but even if they do, just what kind of lives are waiting for them on the other side?  [Written by MAL Rewrite]","{'id_original': 6114, 'episodios': 26}"
392,Yu Yu Hakusho: Ghost Files,1992,"['Action', 'Supernatural']","['Sci-Fi & Fantasia', 'Ação & Aventura', 'Terror & Suspense']",8.46,352667,https://cdn.myanimelist.net/images/anime/1228/111372.jpg,"One fateful day, Yuusuke Urameshi, a 14-year-old delinquent with a dim future, gets a miraculous chance to turn it all around when he throws himself in front of a moving car to save a young boy. His ultimate sacrifice is so out of character that the authorities of the spirit realm are not yet prepared to let him pass on. Koenma, heir to the throne of the spirit realm, offers Yuusuke an opportunity to regain his life through completion of a series of tasks. With the guidance of the death god Botan, he is to thwart evil presences on Earth as a Spirit Detective.  To help him on his venture, Yuusuke enlists ex-rival Kazuma Kuwabara, and two demons, Hiei and Kurama, who have criminal pasts. Together, they train and battle against enemies who would threaten humanity's very existence.  [Written by MAL Rewrite]","{'id_original': 392, 'episodios': 112}"
57334,Dan Da Dan,2024,"['Action', 'Comedy', 'Supernatural']","['Terror & Suspense', 'Sci-Fi & Fantasia', 'Ação & Aventura', 'Comédia & Slice of Life']",8.45,529982,https://cdn.myanimelist.net/images/anime/1584/143719.jpg,"Reeling from her recent breakup, Momo Ayase, a popular high schooler, shows kindness to her socially awkward schoolmate, Ken Takakura, by standing up to his bullies. Takakura misunderstands her intentions, believing he has made a new friend who shares his obsession with aliens and UFOs. However, Momo's own eccentric occult beliefs lie in the supernatural realm; she thinks aliens do not exist. A rivalry quickly brews as each becomes determined to prove the other wrong.  Despite their initial clash over their opposing beliefs, Momo and Takakura form an unexpected but intimate friendship, a bond forged in a series of supernatural battles and bizarre encounters with urban legends and paranormal entities. As both develop unique superhuman abilities, they learn to supplement each other's weaknesses, leading them to wonder if their newfound partnership may be about more than just survival.  [Written by MAL Rewrite]","{'id_original': 57334, 'episodios': 12}"
36649,Banana Fish,2018,"['Action', 'Adventure', 'Drama', 'Suspense']","['Drama & Narrativo', 'Ação & Aventura']",8.45,405834,https://cdn.myanimelist.net/images/anime/1190/93472.jpg,"Aslan Jade Callenreese, known as Ash Lynx, was a runaway picked off the streets of New York City and raised by the infamous godfather of the mafia, Dino Golzine. Now 17 years old and the boss of his own gang, Ash begins investigating the mysterious ""Banana Fish""—the same two words his older brother, Griffin, has muttered since his return from the Iraq War. However, his inquiries are hindered when Dino sends his men after Ash at an underground bar he uses as a hideout.  At the bar, Skip, Ash's friend, introduces him to Shunichi Ibe and his assistant, Eiji Okumura, who are Japanese photographers reporting on American street gangs. However, their conversation is interrupted when Shorter Wong, one of Ash's allies, calls to warn him about Dino. Soon, Dino's men storm the bar, and in the ensuing chaos kidnap Skip and Eiji. Now, Ash must find a way to rescue them and continue his investigation into Banana Fish, but will his history with the mafia prevent him from succeeding?  [Written by MAL Rewrite]","{'id_original': 36649, 'episodios': 24}"
37105,Grand Blue Dreaming,2018,['Comedy'],['Comédia & Slice of Life'],8.45,469794,https://cdn.myanimelist.net/images/anime/1302/94882.jpg,"Iori Kitahara moves to the coastal town of Izu for his freshman year at its university, taking residence above Grand Blue, his uncle's scuba diving shop. Iori has high hopes and dreams about having the ideal college experience, but when he enters the shop he is sucked into the alcoholic activities of the carefree members of the Diving Club who frequent the place. Persuaded by upperclassmen Shinji Tokita and Ryuujirou Kotobuki, Iori reluctantly joins their bizarre party. His cousin Chisa Kotegawa later walks in and catches him in the act, earning Iori her utter disdain.  Based on Kenji Inoue and Kimitake Yoshioka's popular comedy manga, Grand Blue follows Iori's misadventures with his eccentric new friends as he strives to realize his ideal college dream, while also learning how to scuba dive.  [Written by MAL Rewrite]","{'id_original': 37105, 'episodios': 12}"
44511,Chainsaw Man,2022,"['Action', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",8.44,1066344,https://cdn.myanimelist.net/images/anime/1806/126216.jpg,"Denji is robbed of a normal teenage life, left with nothing but his deadbeat father's overwhelming debt. His only companion is his pet, the chainsaw devil Pochita, with whom he slays devils for money that inevitably ends up in the yakuza's pockets. All Denji can do is dream of a good, simple life: one with delicious food and a beautiful girlfriend by his side. But an act of greedy betrayal by the yakuza leads to Denji's brutal, untimely death, crushing all hope of him ever achieving happiness.  Remarkably, an old contract allows Pochita to merge with the deceased Denji and bestow devil powers on him, changing him into a hybrid able to transform his body parts into chainsaws. Because Denji's new abilities pose a significant risk to society, the Public Safety Bureau's elite devil hunter Makima takes him in, letting him live as long as he obeys her command. Guided by the promise of a content life alongside an attractive woman, Denji devotes everything and fights with all his might to make his naive dreams a reality.  [Written by MAL Rewrite]","{'id_original': 44511, 'episodios': 12}"
50265,Spy x Family,2022,"['Action', 'Award Winning', 'Comedy']","['Comédia & Slice of Life', 'Ação & Aventura']",8.44,1118729,https://cdn.myanimelist.net/images/anime/1441/122795.jpg,"Corrupt politicians, frenzied nationalists, and other warmongering forces constantly jeopardize the thin veneer of peace between neighboring countries Ostania and Westalis. In spite of their plots, renowned spy and master of disguise ""Twilight"" fulfills dangerous missions one after another in the hope that no child will have to experience the horrors of war.  In the bustling Ostanian city of Berlint, Twilight dons the alias of ""Loid Forger,"" an esteemed psychiatrist. However, his true intention is to gather intelligence on prominent politician Donovan Desmond, who only appears rarely in public at his sons' school: the prestigious Eden Academy. Enlisting the help of unmarried city hall clerk Yor Briar to act as his wife and adopting the curious six-year-old orphan Anya as his daughter, Loid enacts his master plan. He will enroll Anya in Eden Academy, where Loid hopes she will excel and give him the opportunity to meet Donovan without arousing suspicion.   Unfortunately for Loid, even a man of his talents has trouble playing the figure of a loving father and husband. And just like Loid is hiding his true identity, Yor—who is an underground assassin known as ""Thorn Princess""—and Anya—an esper who can read people's minds—have no plans to disclose their own secrets either. Although this picture-perfect family is founded on deception, the Forgers gradually come to understand that the love they share for one another trumps all else.  [Written by MAL Rewrite]","{'id_original': 50265, 'episodios': 12}"
136,Hunter x Hunter,1999,"['Action', 'Adventure', 'Fantasy']","['Ação & Aventura', 'Sci-Fi & Fantasia']",8.43,309113,https://cdn.myanimelist.net/images/anime/1305/132237.jpg,"Hunters are specialized in a wide variety of fields, ranging from treasure hunting to cooking. They have access to otherwise unavailable funds and information that allow them to pursue their dreams and interests. However, being a hunter is a special privilege, only attained by taking a deadly exam with an extremely low success rate.  Gon Freecss, a 12-year-old boy with the hope of finding his missing father, sets out on a quest to take the Hunter Exam. Along the way, he picks up three companions who also aim to take the dangerous test: the revenge-seeking Kurapika, aspiring doctor Leorio Paladiknight, and a mischievous child the same age as Gon, Killua Zoldyck.  As the four aspiring hunters embark on a perilous adventure, they fight for their dreams while defying the odds.  [Written by MAL Rewrite]","{'id_original': 136, 'episodios': 62}"
20583,Haikyu!!,2014,['Sports'],[],8.43,1321362,https://cdn.myanimelist.net/images/anime/7/76014.jpg,"Ever since having witnessed the ""Little Giant"" and his astonishing skills on the volleyball court, Shouyou Hinata has been bewitched by the dynamic nature of the sport. Even though his attempt to make his debut as a volleyball regular during a middle school tournament went up in flames, he longs to prove that his less-than-impressive height ceases to be a hindrance in the face of his sheer will and perseverance.  When Hinata enrolls in Karasuno High School, the Little Giant's alma mater, he believes that he is one step closer to his goal of becoming a professional volleyball player. Although the school only retains a shadow of its former glory, Hinata's conviction isn't shaken until he learns that Tobio Kageyama—the prodigy who humiliated Hinata's middle school volleyball team in a crushing defeat—is now his teammate.  To fulfill his desire of leaving a mark on the realm of volleyball—so often regarded as the domain of the tall and the strong—Hinata must smooth out his differences with Kageyama. Only when Hinata learns what it takes to be a part of a team will he be able to join the race to the top in earnest.  [Written by MAL Rewrite]","{'id_original': 20583, 'episodios': 25}"
467,Ghost in the Shell: Stand Alone Complex,2002,"['Award Winning', 'Mystery', 'Sci-Fi']","['Terror & Suspense', 'Estratégia & Puzzle', 'Sci-Fi & Fantasia']",8.42,170707,https://cdn.myanimelist.net/images/anime/11/50857.jpg,"In the not so distant future, mankind has advanced to a state where complete body transplants from flesh to machine is possible. This allows for great increases in both physical and cybernetic prowess and blurring the lines between the two worlds. However, criminals can also make full use of such technology, leading to new and sometimes, very dangerous crimes. In response to such innovative new methods, the Japanese Government has established Section 9, an independently operating police unit which deals with such highly sensitive crimes.  Led by Daisuke Aramaki and Motoko Kusanagi, Section 9 deals with such crimes over the entire social spectrum, usually with success. However, when faced with a new A level hacker nicknamed ""The Laughing Man,"" the team is thrown into a dangerous cat and mouse game, following the hacker's trail as it leaves its mark on Japan.  [Written by MAL Rewrite]","{'id_original': 467, 'episodios': 26}"
38000,Demon Slayer: Kimetsu no Yaiba,2019,"['Action', 'Award Winning', 'Supernatural']","['Terror & Suspense', 'Ação & Aventura', 'Sci-Fi & Fantasia']",8.42,2303527,https://cdn.myanimelist.net/images/anime/1286/99889.jpg,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night.  When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.  [Written by MAL Rewrite]","{'id_original': 38000, 'episodios': 26}"
33255,The Disastrous Life of Saiki K.,2016,['Comedy'],['Comédia & Slice of Life'],8.41,680972,https://cdn.myanimelist.net/images/anime/1973/142750.jpg,"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this could not be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.  Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.  [Written by MAL Rewrite]","{'id_original': 33255, 'episodios': 120}"
37999,Kaguya-sama: Love is War,2019,"['Comedy', 'Romance']","['Comédia & Slice of Life', 'Drama & Narrativo', 'Romance']",8.4,1184930,https://cdn.myanimelist.net/images/anime/1295/106551.jpg,"At the renowned Shuchiin Academy, Miyuki Shirogane and Kaguya Shinomiya are the student body's top representatives. Ranked the top student in the nation and respected by peers and mentors alike, Miyuki serves as the student council president. Alongside him, the vice president Kaguya—eldest daughter of the wealthy Shinomiya family—excels in every field imaginable. They are the envy of the entire student body, regarded as the perfect couple.  However, despite both having already developed feelings for the other, neither are willing to admit them. The first to confess loses, will be looked down upon, and will be considered the lesser. With their honor and pride at stake, Miyuki and Kaguya are both equally determined to be the one to emerge victorious on the battlefield of love!  [Written by MAL Rewrite]","{'id_original': 37999, 'episodios': 12}"
35557,Land of the Lustrous,2017,"['Action', 'Drama', 'Fantasy', 'Mystery']","['Estratégia & Puzzle', 'Sci-Fi & Fantasia', 'Terror & Suspense', 'Ação & Aventura', 'Drama & Narrativo']",8.39,215298,https://cdn.myanimelist.net/images/anime/3/88293.jpg,"In the mysterious future, crystalline organisms called Gems inhabit a world that has been destroyed by six meteors. Each Gem is assigned a role in order to fight against the Lunarians, a species who attacks them in order to shatter their bodies and use them as decorations.   Phosphophyllite, also known as Phos, is a young and fragile Gem who dreams of helping their friends in the war effort. Instead, they are told to compile an encyclopedia because of their delicate condition. After begrudgingly embarking on this task, Phos meets Cinnabar, an intelligent gem who has been relegated to patrolling the isolated island at night because of the corrosive poison their body creates. After seeing how unhappy Cinnabar is, Phos decides to find a role that both of the rejected Gems can enjoy. Houseki no Kuni follows Phos' efforts to be useful and protect their fellow Gems.  [Written by MAL Rewrite]","{'id_original': 35557, 'episodios': 12}"
