id,titulo,ano_lancamento,generos,rating,num_avaliacoes,imagem,descricao,metadata
136625,Hogwarts Legacy,2023,"Adventure, Action, Open world, Role-playing (RPG), Fantasy",82.46,539,https://images.igdb.com/igdb/image/upload/t_cover_big/coaav6.jpg,"Hogwarts Legacy is an immersive, open-world action RPG set in the world first introduced in the Harry Potter books. Now you can take control of the action and be at the center of your own adventure in the wizarding world. Embark on a journey through familiar and new locations as you explore and discover fantastic beasts, customize your character and craft potions, master spell casting, upgrade talents, and become the wizard you want to be. Discover the feeling of living at Hogwarts as you make allies, battle Dark wizards, and ultimately decide the fate of the wizarding world. Your legacy is what you make of it.","{""slug"": ""hogwarts-legacy"", ""igdb_url"": ""https://www.igdb.com/games/hogwarts-legacy"", ""plataformas"": [""Xbox Series X|S"", ""PlayStation 4"", ""Nintendo Switch 2"", ""PC (Microsoft Windows)"", ""PlayStation 5"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Action"", ""Open world"", ""Role-playing (RPG)"", ""Fantasy""]}"
27789,PUBG: Battlegrounds,2017,"Shooter, Action, Warfare",73.47,537,https://images.igdb.com/igdb/image/upload/t_cover_big/coaam4.jpg,PUBG: Battlegrounds is a battle royale shooter that pits 100 players against each other in a struggle for survival. Gather supplies and outwit your opponents to become the last person standing.,"{""slug"": ""pubg-battlegrounds"", ""igdb_url"": ""https://www.igdb.com/games/pubg-battlegrounds"", ""plataformas"": [""Google Stadia"", ""Xbox Series X|S"", ""PlayStation 4"", ""PC (Microsoft Windows)"", ""PlayStation 5"", ""Xbox One""], ""raw_genres"": [""Shooter"", ""Action"", ""Warfare""]}"
7205,SuperHot,2016,"Tactical, Puzzle, Action, Shooter, Indie",80.72,537,https://images.igdb.com/igdb/image/upload/t_cover_big/co7ybp.jpg,"SuperHot is the first person shooter where time moves only when you move. No regenerating health bars. No conveniently placed ammo drops. It's just you, outnumbered and outgunned, grabbing weapons off fallen enemies to shoot, slice, and maneuver through a hurricane of slow-motion bullets.  With its mesmerising gameplay and unique, stylized graphics SUPERHOT aims to finally add something new and disruptive to the FPS genre.  See the bullets crawling towards you as you carefully plan your steps and aim your gun. Enjoy the mayhem that is unleashed as you put that plan into motion.","{""slug"": ""superhot"", ""igdb_url"": ""https://www.igdb.com/games/superhot"", ""plataformas"": [""Google Stadia"", ""PlayStation 4"", ""Linux"", ""PC (Microsoft Windows)"", ""Mac"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Tactical"", ""Puzzle"", ""Action"", ""Shooter"", ""Indie""]}"
1906,Gone Home,2013,"Adventure, Puzzle, Action, Mystery, Drama, Indie",73.78,536,https://images.igdb.com/igdb/image/upload/t_cover_big/qwhxxrcxzw7inwfrfkbq.jpg,"A first-person exploratory game taking place in 1995 in which Katie, a university student back from Europe, arrives at her family's newly inherited mansion only to find nobody there, with a note from her younger sister Sam suggesting that she's left home. Katie must explore the mansion to put together the stories of where her parents have gone and why Sam has decided to leave.","{""slug"": ""gone-home"", ""igdb_url"": ""https://www.igdb.com/games/gone-home"", ""plataformas"": [""PlayStation 4"", ""Linux"", ""PC (Microsoft Windows)"", ""iOS"", ""Mac"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Puzzle"", ""Action"", ""Mystery"", ""Drama"", ""Indie""]}"
9254,Subnautica,2018,"Adventure, Survival, Open world, Science fiction, Indie",83.74,535,https://images.igdb.com/igdb/image/upload/t_cover_big/coa938.jpg,"Descend into the depths of an alien underwater world filled with wonder and peril. Craft equipment, pilot submarines and out-smart wildlife to explore lush coral reefs, volcanoes, cave systems, and more, all while trying to survive.","{""slug"": ""subnautica"", ""igdb_url"": ""https://www.igdb.com/games/subnautica"", ""plataformas"": [""Xbox Series X|S"", ""PlayStation 4"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""SteamVR"", ""PlayStation 5"", ""Mac"", ""Oculus Rift"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Survival"", ""Open world"", ""Science fiction"", ""Indie""]}"
480,Silent Hill,1999,"Adventure, Survival, Horror, Puzzle, Action",82.96,535,https://images.igdb.com/igdb/image/upload/t_cover_big/co2vye.jpg,"Silent Hill is the first installment in the Silent Hill series of psychological survival horror video games. Unlike earlier survival horror games that focused on protagonists with combat training, the main character Harry Mason is an average man. The gameplay consists of combat, exploration, and puzzle-solving. The controller vibration is used to indicate Harry's heartbeat and will vibrate on low health. The player must regularly enter an inventory screen to check Harry's health, use items, and equip different weapons.","{""slug"": ""silent-hill"", ""igdb_url"": ""https://www.igdb.com/games/silent-hill"", ""plataformas"": [""PlayStation 3"", ""PlayStation"", ""PlayStation Portable""], ""raw_genres"": [""Adventure"", ""Survival"", ""Horror"", ""Puzzle"", ""Action""]}"
2899,EarthBound,1994,"Adventure, Action, Role-playing (RPG), Drama, Fantasy, Science fiction, Turn-based strategy (TBS)",91.31,534,https://images.igdb.com/igdb/image/upload/t_cover_big/co6v07.jpg,"A turn-based JRPG and sequel to then-Japan-only Earthbound Beginnings (1989) in which Ness, a young boy living in a land based on the USA, leaves home to go on an adventure through strange locations, get to know quirky characters and defeat an unknowable alien threat called Giygas while facing up to the realities of growing up and becoming familiar with the real world.","{""slug"": ""earthbound"", ""igdb_url"": ""https://www.igdb.com/games/earthbound"", ""plataformas"": [""Super Nintendo Entertainment System"", ""Wii U"", ""New Nintendo 3DS"", ""Game Boy Advance"", ""Super Famicom""], ""raw_genres"": [""Adventure"", ""Action"", ""Role-playing (RPG)"", ""Drama"", ""Fantasy"", ""Science fiction"", ""Turn-based strategy (TBS)""]}"
7349,Mass Effect: Andromeda,2017,"Adventure, Action, Shooter, Role-playing (RPG), Science fiction",71.81,531,https://images.igdb.com/igdb/image/upload/t_cover_big/co39vk.jpg,"A new adventure awaits in the Mass Effect universe. With stunning visuals and a new galaxy to discover, BioWare delivers the next generation of space exploration.  Commander Shepard's story may be over, but there are many more stories to tell in the Mass Effect universe. Mass Effect Andromeda will be set in a new galaxy, with new characters, new quests and a whole load of new consequence-laden decisions to make.  Mass Effect: Andromeda takes you to the Andromeda galaxy, far beyond the Milky Way. There, you'll lead our fight for a new home in hostile territory - where WE are the aliens.  Play as the Pathfinder - a leader of a squad of military-trained explorers - with deep progression and customisation systems. This is the story of humanity’s next chapter, and your choices throughout the game will ultimately determine our survival in the Andromeda Galaxy.  As you unfold the mysteries of the Andromeda Galaxy and the hope for humanity lies on your shoulders – You must ask yourself… How far will you go?  Key Features:  Return to the Mass Effect universe. Lead the first humans in Andromeda on a desperate search for our new home. In this new chapter of Mass Effect, meet and recruit all-new, interesting characters caught up in an epic space saga filled with mystery and galactic conflict.  Fight for survival. Battle with your Pathfinder team against terrifying enemies and creatures. New additions like destructible environments, boosted jumps for added verticality, and all-new weapons and Biotics make combat more thrilling than ever.  Build your hero. Create a formidable hero with amazing weapons, powers and tech. A much more flexible skill and weapon progression tree means you can replicate your play style to make you unstoppable against new, powerful alien enemies.  Explore a new galaxy. Chart your own course in a dangerous new region. Unravel the mysteries of the Andromeda galaxy as you discover rich, alien worlds in the search for humanity’s new home.","{""slug"": ""mass-effect-andromeda--1"", ""igdb_url"": ""https://www.igdb.com/games/mass-effect-andromeda--1"", ""plataformas"": [""PlayStation 4"", ""PC (Microsoft Windows)"", ""Xbox One""], ""raw_genres"": [""Adventure"", ""Action"", ""Shooter"", ""Role-playing (RPG)"", ""Science fiction""]}"
26401,Star Wars Battlefront II,2017,"Adventure, Action, Shooter, Fantasy, Science fiction",70.92,529,https://images.igdb.com/igdb/image/upload/t_cover_big/co3wi7.jpg,"Embark on an endless Star Wars action experience from the best-selling Star Wars HD video game franchise of all time. Experience rich multiplayer battlegrounds across all 3 eras - prequel, classic and new trilogy - or rise as a new hero and discover an emotionally gripping single-player story spanning thirty years.  Customise and upgrade your heroes, starfighters or troopers - each with unique abilities to exploit in battle. Ride tauntauns or take control of tanks and speeders. Use the Force to prove your worth against iconic characters like Kylo Ren, Darth Maul or Han Solo, as you play a part in a gaming experience inspired by forty years of timeless Star Wars films.","{""slug"": ""star-wars-battlefront-ii--1"", ""igdb_url"": ""https://www.igdb.com/games/star-wars-battlefront-ii--1"", ""plataformas"": [""PlayStation 4"", ""PC (Microsoft Windows)"", ""Xbox One""], ""raw_genres"": [""Adventure"", ""Action"", ""Shooter"", ""Fantasy"", ""Science fiction""]}"
19164,Borderlands 3,2019,"Adventure, Action, Comedy, Open world, Shooter, Role-playing (RPG), Fantasy",78.68,528,https://images.igdb.com/igdb/image/upload/t_cover_big/co20r3.jpg,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters. Play solo or with friends to take on insane enemies, score loads of loot and save your home from the most ruthless cult leaders in the galaxy.","{""slug"": ""borderlands-3"", ""igdb_url"": ""https://www.igdb.com/games/borderlands-3"", ""plataformas"": [""Google Stadia"", ""Xbox Series X|S"", ""PlayStation 4"", ""PC (Microsoft Windows)"", ""PlayStation 5"", ""Mac"", ""Xbox One""], ""raw_genres"": [""Adventure"", ""Action"", ""Comedy"", ""Open world"", ""Shooter"", ""Role-playing (RPG)"", ""Fantasy""]}"
7444,Shovel Knight,2014,"Adventure, Platform, Action, Comedy, Fantasy, Indie",87.32,528,https://images.igdb.com/igdb/image/upload/t_cover_big/co6pup.jpg,"Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with two goals: to defeat the evil Enchantress and quest for his lost beloved. He wields a Shovel Blade: a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly!  But, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress, and will pursue their mission at any cost. If you love games with perfect platforming, beautiful art, infectious music, crazy bosses, humor and levity, and real heart… Shovel Knight is for you!","{""slug"": ""shovel-knight"", ""igdb_url"": ""https://www.igdb.com/games/shovel-knight"", ""plataformas"": [""PlayStation 3"", ""PlayStation 4"", ""Linux"", ""Nintendo 3DS"", ""PC (Microsoft Windows)"", ""Mac"", ""Wii U"", ""PlayStation Vita"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Platform"", ""Action"", ""Comedy"", ""Fantasy"", ""Indie""]}"
991,Halo 4,2012,"Science fiction, Shooter, Action, Warfare",82.69,528,https://images.igdb.com/igdb/image/upload/t_cover_big/co1xhf.jpg,"Halo 4 marks the start of an epic new saga within the award-winning Halo universe. The Master Chief returns in this award-winning first-person shooter developed by 343 Industries. Shipwrecked on a mysterious world, faced with new enemies and deadly technology, the Chief returns to battle against an ancient evil bent on vengeance and annihilation...the universe will never be the same.","{""slug"": ""halo-4"", ""igdb_url"": ""https://www.igdb.com/games/halo-4"", ""plataformas"": [""PC (Microsoft Windows)"", ""Xbox 360"", ""Xbox One""], ""raw_genres"": [""Science fiction"", ""Shooter"", ""Action"", ""Warfare""]}"
37001,Ori and the Will of the Wisps,2020,"Adventure, Fantasy, Action, Platform",88.89,527,https://images.igdb.com/igdb/image/upload/t_cover_big/co2e1l.jpg,"The little spirit Ori is no stranger to peril, but when a fateful flight puts the owlet Ku in harm’s way, it will take more than bravery to bring a family back together, heal a broken land, and discover Ori’s true destiny. From the creators of the acclaimed action-platformer Ori and the Blind Forest comes the highly anticipated sequel. Embark on an all-new adventure in a vast world filled with new friends and foes that come to life in stunning, hand-painted artwork. Set to a fully orchestrated original score, Ori and the Will of the Wisps continues the Moon Studios tradition of tightly crafted platforming action and deeply emotional storytelling.","{""slug"": ""ori-and-the-will-of-the-wisps"", ""igdb_url"": ""https://www.igdb.com/games/ori-and-the-will-of-the-wisps"", ""plataformas"": [""Xbox Series X|S"", ""PC (Microsoft Windows)"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Fantasy"", ""Action"", ""Platform""]}"
1048,Hitman: Blood Money,2006,"Stealth, Shooter, Action",81.72,525,https://images.igdb.com/igdb/image/upload/t_cover_big/co2dm6.jpg,"Hitman Blood Money is the fourth installment of the critically acclaimed Hitman series. If Agent 47 must stay hidden, make clean ‘hits’ and leave the scene unnoticed, he will be rewarded. But if he is revealed during a violent act, his picture will end up in the papers and on wanted posters, making the job as a contract killer more difficult.  This time, Agent 47 is paid in cold, hard cash. How the money is spent will affect his passage through the game and the weapons at his disposal, resulting in a unique game-play experience for each player.","{""slug"": ""hitman-blood-money"", ""igdb_url"": ""https://www.igdb.com/games/hitman-blood-money"", ""plataformas"": [""Xbox"", ""PC (Microsoft Windows)"", ""Xbox 360"", ""PlayStation 2""], ""raw_genres"": [""Stealth"", ""Shooter"", ""Action""]}"
378,Metal Gear Rising: Revengeance,2013,"Adventure, Stealth, Strategy, Action, Historical, Shooter, Hack and slash/Beat 'em up, Fantasy, Science fiction",82.23,525,https://images.igdb.com/igdb/image/upload/t_cover_big/co2l1t.jpg,"Developed by Kojima Productions and PlatinumGames, Metal Gear Rising: Revengeance takes the renowned Metal Gear franchise into exciting new territory with an all-new action experience. The game seamlessly melds pure action and epic story-telling that surrounds Raiden – a child soldier transformed into a half-human, half-cyborg ninja who uses his High Frequency katana blade to cut through any thing that stands in his vengeful path!  A huge success on both Xbox 360 and PlayStation3, Metal Gear Rising: Revengeance comes to PC with all the famed moves and action running within a beautifully-realized HD environment.  This new PC version includes all three DLC missions: Blade Wolf, Jetstream, and VR Missions, in addition to all customized body upgrades for Raiden, including: White Armor, Inferno Armor, Commando Armor, Raiden’s MGS4 body, and the ever-popular Cyborg Ninja.  ""CUTSCENES"" option added to the Main Menu. Play any and all cutscenes.  ""CODECS"" option added to the Main Menu. Play all and any codec conversation scenes.  Menu option added to the CHAPTER Menu enabling user to play only the Boss battles.  ""GRAPHIC OPTIONS"" added to the OPTIONS Menu. Modify resolution, anti-aliasing, etc. There is an option reading ""ZANGEKI"" that will modify the amount of cuts you can make.","{""slug"": ""metal-gear-rising-revengeance"", ""igdb_url"": ""https://www.igdb.com/games/metal-gear-rising-revengeance"", ""plataformas"": [""PlayStation 3"", ""PC (Microsoft Windows)"", ""Mac"", ""Xbox 360""], ""raw_genres"": [""Adventure"", ""Stealth"", ""Strategy"", ""Action"", ""Historical"", ""Shooter"", ""Hack and slash/Beat 'em up"", ""Fantasy"", ""Science fiction""]}"
99,Need for Speed: Carbon,2006,"Simulator, Open world, Racing",71.54,525,https://images.igdb.com/igdb/image/upload/t_cover_big/co209k.jpg,"Need for Speed: Carbon, also known as NFS Carbon or NFSC, is an Electronic Arts video game in the Need for Speed series. It is the tenth installment and was the first game in the series to gain the PEGI rating of 12+. The game is a sequel to 2005's Need for Speed: Most Wanted.","{""slug"": ""need-for-speed-carbon"", ""igdb_url"": ""https://www.igdb.com/games/need-for-speed-carbon"", ""plataformas"": [""PlayStation 3"", ""PC (Microsoft Windows)"", ""Mac"", ""Xbox 360""], ""raw_genres"": [""Simulator"", ""Open world"", ""Racing""]}"
819,Grand Theft Auto 2,1999,"Open world, Shooter, Action, Racing",74.36,524,https://images.igdb.com/igdb/image/upload/t_cover_big/co2lb2.jpg,"Grand Theft Auto 2 is an open world action-adventure video game. It is the sequel to Grand Theft Auto, part of the Grand Theft Auto series. The open world design lets players freely roam Anywhere City, the setting of the game.","{""slug"": ""grand-theft-auto-2"", ""igdb_url"": ""https://www.igdb.com/games/grand-theft-auto-2"", ""plataformas"": [""PC (Microsoft Windows)"", ""Dreamcast""], ""raw_genres"": [""Open world"", ""Shooter"", ""Action"", ""Racing""]}"
7360,Tom Clancy's Rainbow Six Siege X,2015,"Tactical, Shooter, Action, Warfare",76.37,523,https://images.igdb.com/igdb/image/upload/t_cover_big/co9yqs.jpg,"Inspired by the reality of counter terrorist operatives across the world, Rainbow Six Siege invites players to master the art of destruction. Intense close quarters confrontations, high lethality, tactics, team play, and explosive action are at the center of the experience. The multiplayer gameplay of Rainbow Six Siege sets a new bar for intense firefights and expert strategy in the rich legacy of past Rainbow Six games.","{""slug"": ""tom-clancys-rainbow-six-siege-x--1"", ""igdb_url"": ""https://www.igdb.com/games/tom-clancys-rainbow-six-siege-x--1"", ""plataformas"": [""Google Stadia"", ""Xbox Series X|S"", ""PlayStation 4"", ""PC (Microsoft Windows)"", ""PlayStation 5"", ""Xbox One""], ""raw_genres"": [""Tactical"", ""Shooter"", ""Action"", ""Warfare""]}"
361,Far Cry 2,2008,"Adventure, Stealth, Action, Open world, Sandbox, Shooter",78.68,523,https://images.igdb.com/igdb/image/upload/t_cover_big/co1vpo.jpg,"A civil war has swept through the country and you're caught in the middle of it. Track down the person at the forefront of the fighting, a ruthless arms dealer known only as ""The Jackal"". As you undertake deadly missions and form fragile alliances with conflicting rebel groups, one thing becomes clear - the Jackal is hunting you too.","{""slug"": ""far-cry-2"", ""igdb_url"": ""https://www.igdb.com/games/far-cry-2"", ""plataformas"": [""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""], ""raw_genres"": [""Adventure"", ""Stealth"", ""Action"", ""Open world"", ""Sandbox"", ""Shooter""]}"
119313,Fall Guys,2020,"Platform, Party, Action, Comedy, Racing, Indie",75.12,522,https://images.igdb.com/igdb/image/upload/t_cover_big/coa7cs.jpg,"Fall Guys flings hordes of contestants together online in a mad dash through round after round of escalating chaos until one victor remains! Battle bizarre obstacles, shove through unruly competitors, and overcome the unbending laws of physics to avoid both humiliation and elimination. Leave your dignity at the door and prepare for hilarious failure in your quest for the crown.","{""slug"": ""fall-guys"", ""igdb_url"": ""https://www.igdb.com/games/fall-guys"", ""plataformas"": [""Xbox Series X|S"", ""PlayStation 4"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""PlayStation 5"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Platform"", ""Party"", ""Action"", ""Comedy"", ""Racing"", ""Indie""]}"
547,Gears of War,2006,"Horror, Science fiction, Shooter, Action",82.52,522,https://images.igdb.com/igdb/image/upload/t_cover_big/co8rkr.jpg,"A third-person tactical shooter from Epic, running on the Unreal Engine 3. Gears of War thrusts gamers into a deep and harrowing story of humankind's epic battle for survival against the Locust Horde, a nightmarish race of creatures that surface from the bowels of the planet.  Unlike other shooters, Gears of War is all about teamwork in a big way. All game modes, levels and scenarios are designed specifically to encourage co-operative play, whether it be with A.I. partners or human players (with A.I. teammates designed with specific strengths, weaknesses and personalities.) On top of that, voice recognition will be available for players, and obviously voice chat to discuss strategy with your friends. In addition to voice chat, gamers will be able to experience individualized matchmaking, view player statistics, earn player achievements, customize their games, and build and personalize their gamer profiles over Xbox Live.","{""slug"": ""gears-of-war"", ""igdb_url"": ""https://www.igdb.com/games/gears-of-war"", ""plataformas"": [""Xbox 360""], ""raw_genres"": [""Horror"", ""Science fiction"", ""Shooter"", ""Action""]}"
22917,Gris,2018,"Adventure, Platform, Puzzle, Action, Drama, Fantasy, Indie",80.88,521,https://images.igdb.com/igdb/image/upload/t_cover_big/co1qv5.jpg,"Gris is a 2D platformer developed by Nomada Studio and published by Devolver Digital. Released in December 2018, it is a visually striking game that follows the journey of a young woman named Gris as she navigates a world of grief and loss. The game features no dialogue, relying on its hand-painted art style, evocative music, and environmental storytelling to convey its themes.  Gameplay involves exploration, light platforming, and puzzle-solving, with Gris gaining new abilities as the story progresses. It received critical acclaim for its artistic design and emotional depth.","{""slug"": ""gris"", ""igdb_url"": ""https://www.igdb.com/games/gris"", ""plataformas"": [""Xbox Series X|S"", ""PlayStation 4"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""PlayStation 5"", ""Mac"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Adventure"", ""Platform"", ""Puzzle"", ""Action"", ""Drama"", ""Fantasy"", ""Indie""]}"
1082,Resident Evil 6,2012,"Adventure, Stealth, Survival, Horror, Action, Shooter",64.38,517,https://images.igdb.com/igdb/image/upload/t_cover_big/co3pyq.jpg,"Resident Evil 6 is the ninth video game installment in the Resident Evil series. It continues the struggle against zombies infected by the new highly virulent C-virus. The game uses the same over-the-shoulder view as Resident Evil 4 and Resident Evil 5, however with a new gameplay mechanic that allows players to slowly move while shoot. Players can select between three scenarios featuring multiple characters and intertwined storylines, and within these scenarios both stories and action cross paths. At key moments during the game, up to four players can join together online to tackle a specific situation, with some stages seeing the usual partnerships swapped to further increase the depth of gameplay.","{""slug"": ""resident-evil-6"", ""igdb_url"": ""https://www.igdb.com/games/resident-evil-6"", ""plataformas"": [""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""], ""raw_genres"": [""Adventure"", ""Stealth"", ""Survival"", ""Horror"", ""Action"", ""Shooter""]}"
312,Doom II: Hell on Earth,1994,"Horror, Puzzle, Action, Shooter, Science fiction",84.89,515,https://images.igdb.com/igdb/image/upload/t_cover_big/co6iip.jpg,"Doom II: Hell on Earth is a first-person shooter developed by id Software and released in 1994 as a sequel to the original Doom. The game continues the story, with players battling through Earth after it has been invaded by demonic forces.  Gameplay remains similar to its predecessor, featuring fast-paced combat, maze-like levels, and an array of weapons, including the introduction of the powerful Super Shotgun. Doom II also adds new enemy types, such as the Arch-vile and the Mancubus, increasing the game's challenge.  Initially released for MS-DOS, Doom II has since been ported to numerous platforms, becoming a cornerstone of the FPS genre.","{""slug"": ""doom-ii-hell-on-earth"", ""igdb_url"": ""https://www.igdb.com/games/doom-ii-hell-on-earth"", ""plataformas"": [""PC-9800 Series"", ""Tapwave Zodiac"", ""PC (Microsoft Windows)"", ""Mac"", ""DOS""], ""raw_genres"": [""Horror"", ""Puzzle"", ""Action"", ""Shooter"", ""Science fiction""]}"
224,The Sims 2,2004,"Simulator, Strategy, Comedy, Sandbox, Romance, Role-playing (RPG), Fantasy",75.0,515,https://images.igdb.com/igdb/image/upload/t_cover_big/co3dm5.jpg,"In The Sims 2, your Sims will be more lifelike, more responsive, and more complex than ever before. You'll be able to control your Sims over their entire lifetimes, taking them from their first steps to their golden years. Guide them through ""Life's Big Moments"" and build their ""Life Score"" with every decision you make. And since every Sim will have its own DNA, their appearance and personality will be passed down through the generations. Life in The Sims 2 will take on a whole different dimension with an entirely new 3-D engine.","{""slug"": ""the-sims-2"", ""igdb_url"": ""https://www.igdb.com/games/the-sims-2"", ""plataformas"": [""PC (Microsoft Windows)"", ""Mac""], ""raw_genres"": [""Simulator"", ""Strategy"", ""Comedy"", ""Sandbox"", ""Romance"", ""Role-playing (RPG)"", ""Fantasy""]}"
536,Dead Island,2011,"Survival, Horror, Action, Shooter, Hack and slash/Beat 'em up",70.47,512,https://images.igdb.com/igdb/image/upload/t_cover_big/co3lym.jpg,"The player is drawn into the world of Dead Island on the brink of a mysterious epidemic that suddenly, and without warning, breaks out on the fictional island of Banoi. As a guest of the Royal Palms Resort, the player's stay was supposed to be a dream holiday; a luxurious getaway to the beautiful beaches of a tropical paradise. But faced with the reality of a zombie apocalypse, there is only one thing left to do: Survive. This is Dead Island; a paradise to die for.","{""slug"": ""dead-island"", ""igdb_url"": ""https://www.igdb.com/games/dead-island"", ""plataformas"": [""PlayStation 3"", ""PC (Microsoft Windows)"", ""Xbox 360""], ""raw_genres"": [""Survival"", ""Horror"", ""Action"", ""Shooter"", ""Hack and slash/Beat 'em up""]}"
111469,Among Us,2018,"Stealth, Survival, Party, Strategy, Action, Indie",76.86,511,https://images.igdb.com/igdb/image/upload/t_cover_big/co6kqt.jpg,"Play with 4-15 player online or via local WiFi as you attempt to prepare your spaceship for departure, but beware as one or more random players among the Crew are Impostors bent on killing everyone!  Originally created as a party game, we recommend playing with friends at a LAN party or online using voice chat. Enjoy cross-platform play between Android, iOS, PC, and console.","{""slug"": ""among-us"", ""igdb_url"": ""https://www.igdb.com/games/among-us"", ""plataformas"": [""Xbox Series X|S"", ""PlayStation 4"", ""Android"", ""PC (Microsoft Windows)"", ""iOS"", ""PlayStation 5"", ""Xbox One"", ""Nintendo Switch""], ""raw_genres"": [""Stealth"", ""Survival"", ""Party"", ""Strategy"", ""Action"", ""Indie""]}"
306,Far Cry,2004,"Science fiction, Shooter, Action",82.65,510,https://images.igdb.com/igdb/image/upload/t_cover_big/co1vpf.jpg,"A tropical paradise seethes with hidden evil in Far Cry, a cunningly detailed action shooter that pushed the boundaries of combat to shocking new levels.Freelance mariner Jack Carver is cursing the day he ever came to this island. A week ago, a brash female reporter named Valerie had offered him an incredible sum of cash to take her to this unspoiled paradise. Shortly after docking, however, Jack's boat was greeted by artillery fire from a mysterious militia group swarming about the island.  With his boat destroyed, his money gone, and the gorgeous Valerie suddenly missing, Jack now finds himself facing an army of mercenaries amidst the wilds of the island, with nothing but a gun and his wits to survive. But the further he pushes into the lush jungle canopy, the stranger things become.  Jack encounters an insider within the militia group who reveals the horrific details of the mercenaries' true intentions. He presents Jack with an unsettling choice: battle the deadliest mercenaries, or condemn the human race to a maniac's insidious agenda.","{""slug"": ""far-cry"", ""igdb_url"": ""https://www.igdb.com/games/far-cry"", ""plataformas"": [""PC (Microsoft Windows)""], ""raw_genres"": [""Science fiction"", ""Shooter"", ""Action""]}"
76253,Devil May Cry 5,2019,"Adventure, Fantasy, Action, Hack and slash/Beat 'em up",86.65,509,https://images.igdb.com/igdb/image/upload/t_cover_big/co1rb4.jpg,"Devil May Cry 5 is a brand-new entry in the legendary over-the-top action series Devil May Cry. The game features three playable characters, each with a radically different stylish combat play style as they take on the city overrun with demons. Developed with Capcom’s in-house proprietary RE engine, the series continues to achieve new heights in fidelity with graphics that utilize photorealistic character designs and stunning lighting and environmental effects.","{""slug"": ""devil-may-cry-5"", ""igdb_url"": ""https://www.igdb.com/games/devil-may-cry-5"", ""plataformas"": [""PlayStation 4"", ""PC (Microsoft Windows)"", ""Xbox One""], ""raw_genres"": [""Adventure"", ""Fantasy"", ""Action"", ""Hack and slash/Beat 'em up""]}"
837,Prince of Persia: Warrior Within,2004,"Adventure, Hack and slash/Beat 'em up, Action, Platform",80.94,509,https://images.igdb.com/igdb/image/upload/t_cover_big/co9x1a.jpg,"Prince of Persia: Warrior Within is a video game and sequel to Prince of Persia: The Sands of Time. It picks up where The Sands of Time left off, adding new features, specifically, options in combat. The Prince now has the ability to wield two weapons at a time as well as the ability to steal his enemies' weapons and throw them. The Prince's repertoire of combat moves has been expanded into varying strings that allow players to attack enemies with more complexity than was possible in the previous game. Warrior Within has a darker tone than its predecessor adding in the ability for the Prince to dispatch his enemies with various finishing moves. In addition to the rewind, slow-down, and speed-up powers from The Sands of Time, the Prince also has a new sand power: a circular ""wave"" of sand that knocks down all surrounding enemies as well as damaging them.","{""slug"": ""prince-of-persia-warrior-within"", ""igdb_url"": ""https://www.igdb.com/games/prince-of-persia-warrior-within"", ""plataformas"": [""Xbox"", ""Nintendo GameCube"", ""PC (Microsoft Windows)"", ""iOS"", ""PlayStation 2""], ""raw_genres"": [""Adventure"", ""Hack and slash/Beat 'em up"", ""Action"", ""Platform""]}"
