id,titulo,ano_lancamento,titulos_alternativos
608,MIB - Homens de Preto II,2002.0,['Men in Black II']
420809,Malévola: Dona do Mal,2019.0,['Maleficent: Mistress of Evil']
76492,Hotel Transilvânia,2012.0,['Hotel Transylvania']
1138749,Justiça Sem Limites,2023.0,['The Island']
364,Batman: O Retorno,1992.0,['Batman Returns']
1160956,‎Operação Panda: Missão Resgate,2024.0,"['熊猫计划', 'Project P']"
400638,Nature Boy,2017.0,['Nature Boy']
6537,O Orfanato,2007.0,"['The Orphanage', 'El orfanato']"
22288,Honeysuckle Rose,1980.0,['Honeysuckle Rose']
1317149,I Swear,2025.0,['I Swear']
88751,Viagem ao Centro da Terra: O Filme,2008.0,['Journey to the Center of the Earth']
743048,Coração Errante,2021.0,"['Wandering Heart', 'Errante corazón']"
501628,A Casa Dividida,2018.0,['Wobble Palace']
96454,La visita,1963.0,"['La visita', 'The Visitor']"
521007,Superinteligência,2020.0,['Superintelligence']
276518,La spiaggia,1954.0,"['Riviera', 'La spiaggia']"
191714,A Lancheira,2013.0,['The Lunchbox']
4105,Chuva Negra,1989.0,['Black Rain']
16620,La Bamba,1987.0,['La Bamba']
492611,Os Órfãos,2020.0,['The Turning']
401687,Hopeless Romantic,2016.0,['Hopeless Romantic']
785752,Intrusion,2021.0,['Intrusion']
332,Inspetor Bugiganga,1999.0,['Inspector Gadget']
7518,Os Sem-Floresta,2006.0,['Over the Hedge']
1302903,Sala Escura,2024.0,['Sala Escura']
103663,A Caça,2012.0,"['The Hunt', 'Jagten']"
1224447,Maschile plurale,2024.0,"['Maschile plurale', 'Mascarpone - The Rainbow Cake']"
1825,Falcão: O Campeão dos Campeões,1987.0,['Over the Top']
9788,Aprovados,2006.0,['Accepted']
212258,仮面ライダーW（ダブル）RETURNS 仮面ライダーアクセル,2011.0,"['仮面ライダーW（ダブル）RETURNS 仮面ライダーアクセル', 'Kamen Rider W Returns: Kamen Rider Accel']"
73511,The Californians,2005.0,['The Californians']
6844,Os Dez Mandamentos,1956.0,['The Ten Commandments']
5994,Um Homem de Família,2000.0,['The Family Man']
5375,Titio Noel,2007.0,['Fred Claus']
6957,O Virgem de 40 Anos,2005.0,['The 40 Year Old Virgin']
17174,The Neighbor,2007.0,['The Neighbor']
44741,Malícia,1973.0,"['Malicious', 'Malizia']"
67203,Predador Ártico,2010.0,['Arctic Predator']
136726,La Celestina,1996.0,['La Celestina']
776327,Blackout Love,2022.0,['Blackout Love']
2325,Leningrad,2009.0,['Leningrad']
529203,Os Croods 2: Uma Nova Era,2020.0,['The Croods: A New Age']
71552,American Pie: O Reencontro,2012.0,['American Reunion']
8270,O Vigia,2007.0,['The Lookout']
755080,Funny Boy,2020.0,['Funny Boy']
100349,Slick Hare,1947.0,['Slick Hare']
1064307,Espermageddon,2025.0,['Spermageddon']
76203,12 Anos de Escravidão,2013.0,['12 Years a Slave']
55382,踊る大捜査線 THE MOVIE,1998.0,"['Bayside Shakedown', '踊る大捜査線 THE MOVIE']"
161,Onze Homens e um Segredo,2001.0,"[""Ocean's Eleven""]"
225886,Sex Tape: Perdido na Nuvem,2014.0,['Sex Tape']
24751,Sangue de Bárbaros,1956.0,['The Conqueror']
325346,Família Hollar,2016.0,['The Hollars']
1063314,As Outras,2024.0,"['Las Demás', 'Outsider Girls']"
622585,As Legiões Emergentes,2019.0,"['Legiony', 'The Legions']"
147967,Caminho Selvagem,2001.0,['The Journeyman']
16442,Sargento York,1941.0,['Sergeant York']
356062,Mencari Hilal,2015.0,"['Mencari Hilal', 'The Crescent Moon']"
275086,Speed of Glory,2010.0,"['Desafío', 'Speed of Glory']"
657029,Maceraya Bayılırım,1974.0,['Maceraya Bayılırım']
71434,ケイゾク／映画 Beautiful Dreamer,2000.0,"['ケイゾク／映画 Beautiful Dreamer', 'Keizoku: Unsolved Mysteries - Beautiful Dreamer']"
76397,Bailes Mexicanos,1981.0,['Zoot Suit']
46368,A Plataforma,2010.0,['The Rig']
73134,Primeiras Carícias,1980.0,"['Tender Cousins', 'Tendres Cousines']"
335,Era uma Vez no Oeste,1968.0,"['Once Upon a Time in the West', ""C'era una volta il West""]"
1354301,You Had to Be There: How the Toronto Godspell Ignited the Comedy Revolution...,2025.0,['You Had to Be There: How the Toronto Godspell Ignited the Comedy Revolution...']
775140,Suçlular,2022.0,"['Suçlular', 'The Criminals']"
35026,Lucky Luke,2009.0,['Lucky Luke']
1586,A Janela Secreta,2004.0,['Secret Window']
293863,A Incrível História de Adaline,2015.0,['The Age of Adaline']
170,Extermínio,2002.0,['28 Days Later']
36635,Sinal de Perigo,1945.0,['Danger Signal']
164901,Ladrão de Osso,1948.0,['Bone Bandit']
1469141,Dear Stranger／ディア・ストレンジャー,2025.0,"['Dear Stranger', 'Dear Stranger／ディア・ストレンジャー']"
9457,Tentáculos,1998.0,['Deep Rising']
128826,Roadhouse 66,1984.0,['Roadhouse 66']
646389,Alerta Máximo,2023.0,['Plane']
1206008,Imperfeitamente Perfeita,2025.0,['Ella McCay']
818647,Através da Minha Janela,2022.0,"['Through My Window', 'A través de mi ventana']"
213395,Sons & Lovers,2003.0,['Sons & Lovers']
331393,Undrafted,2016.0,['Undrafted']
437311,Órbita 9,2017.0,"['Órbita 9', 'Orbiter 9']"
1698,Anatomia,2000.0,"['Anatomy', 'Anatomie']"
58232,A Menina do Chalé,2011.0,['Chalet Girl']
146955,A Fronteira,2012.0,['Border Run']
1187743,GomBurZa,2023.0,['GomBurZa']
142386,Arakawa Under the Bridge,2012.0,"['荒川アンダー ザ ブリッジ THE MOVIE', 'Arakawa Under the Bridge']"
374461,Mr. Church,2016.0,['Mr. Church']
56822,PoliWood,2009.0,['PoliWood']
19124,Fúria Cega,1989.0,['Blind Fury']
1289888,French Lover,2025.0,['French Lover']
157354,Fruitvale Station: A Última Parada,2013.0,['Fruitvale Station']
206647,007 Contra Spectre,2015.0,['Spectre']
34813,Os Perdedores,2010.0,['The Losers']
303858,Jogo do Dinheiro,2016.0,['Money Monster']
10673,Wall Street: Poder e Cobiça,1987.0,['Wall Street']
13549,Mansão Macabra,1976.0,['Burnt Offerings']
10215,De Caso com o Acaso,1998.0,['Sliding Doors']
10877,Rede de Corrupção,2001.0,['Exit Wounds']
1337562,Amores à Parte,2025.0,['Splitsville']
798359,O Mistério do Penhasco,2022.0,['The Ravine']
6073,A Mexicana,2001.0,['The Mexican']
1148713,O Entregador,2024.0,"['El correo', 'The Courier']"
10727,No Cair da Noite,2003.0,['Darkness Falls']
11661,Feliz Natal,2005.0,"['Joyeux Noel (Merry Christmas)', 'Joyeux Noël']"
2616,Quem Vê Cara Não Vê Coração,1989.0,['Uncle Buck']
433819,Resgate Suicida,2016.0,['Beyond Redemption']
94348,A Sombra do Inimigo,2012.0,['Alex Cross']
386030,Honky Holocaust,2014.0,['Honky Holocaust']
47955,Cão Branco,1982.0,['White Dog']
1029235,Azrael,2024.0,['Azrael']
493529,Dungeons & Dragons: Honra Entre Rebeldes,2023.0,['Dungeons & Dragons: Honor Among Thieves']
56340,O Viúvo,1959.0,"['The Widower', 'Il vedovo']"
166426,Piratas do Caribe: A Vingança de Salazar,2017.0,['Pirates of the Caribbean: Dead Men Tell No Tales']
340601,Delírios do Passado,2018.0,['Delirium']
30069,Em Busca da Vitória,1985.0,['Vision Quest']
838209,Exhuma,2024.0,"['파묘', 'Exhuma']"
9587,Adoráveis Mulheres,1994.0,['Little Women']
979660,Freaky Tales,2025.0,['Freaky Tales']
550158,Toute ressemblance…,2019.0,"['Disclaimer', 'Toute ressemblance…']"
201811,Mutande Pazze,1992.0,"['Mutande Pazze', 'Crazy Underwear']"
552178,O Preço da Verdade,2019.0,['Dark Waters']
118665,"Decálogo, cinco",1989.0,"['Decalogue V', 'Dekalog, pięć']"
116149,As Aventuras de Paddington,2014.0,['Paddington']
46738,Incêndios,2010.0,['Incendies']
557950,Mainstream,2021.0,['Mainstream']
454640,Angry Birds 2: O Filme,2019.0,['The Angry Birds Movie 2']
896536,A Lenda de Ochi,2025.0,['The Legend of Ochi']
936075,Michael,2026.0,['Michael']
32076,Adoradores do Diabo,1987.0,['The Believers']
44663,Operação Moscou,2007.0,['Moscow Chill']
916,Bullitt,1968.0,['Bullitt']
8224,8mm: Oito Milímetros,1999.0,['8MM']
15512,Monstros vs Alienígenas,2009.0,['Monsters vs Aliens']
1699,Anatomia 2,2003.0,"['Anatomie 2', 'Anatomy 2']"
1103857,Juliet & Romeo,2025.0,['Juliet & Romeo']
274480,Among Ravens,2014.0,['Among Ravens']
87421,Riddick 3,2013.0,['Riddick']
22826,O Monstro,1994.0,"['Il mostro', 'The monster']"
10588,O Gato,2003.0,['The Cat in the Hat']
64641,La ragazzina,1974.0,"['La ragazzina', 'Monika']"
871,O Planeta dos Macacos,1968.0,['Planet of the Apes']
8005,A Louca! Louca História de Robin Hood,1993.0,['Robin Hood: Men in Tights']
1592,As Duas Faces de um Crime,1996.0,['Primal Fear']
33521,Drácula,1979.0,['Dracula']
11422,A Batalha de Midway,1976.0,['Midway']
8986,As Aparências Enganam,1994.0,['Milk Money']
179150,Réalité,2015.0,"['Réalité', 'Reality']"
846800,Il legionario,2022.0,"['Il legionario', 'The Legionnaire']"
1028560,Holiday Heritage,2022.0,['Holiday Heritage']
11208,Paixão à Flor da Pele,2004.0,['Wicker Park']
10843,Depois de Horas,1985.0,['After Hours']
454699,Uma Família Feliz,2017.0,['Monster Family']
192141,Horas de Desespero,2015.0,['No Escape']
221588,La sbandata,1975.0,"['La sbandata', 'Smell of Flesh']"
166981,Chastity Bites,2013.0,['Chastity Bites']
267189,Švedski aranžman,1989.0,"['The Swedish Way', 'Švedski aranžman']"
1579,Apocalypto,2006.0,['Apocalypto']
269585,Mañana Psicotrópica,2015.0,"['Psychotropic Sunrise', 'Mañana Psicotrópica']"
68670,Dead Connection,1994.0,['Dead Connection']
508883,O Menino e a Garça,2023.0,"['君たちはどう生きるか', 'How Do You Live?']"
152599,Era Uma Vez em Nova York,2013.0,['The Immigrant']
928381,Um Dia Difícil,2022.0,"['Restless', 'Sans répit']"
5559,Bee Movie: A História de uma Abelha,2007.0,['Bee Movie']
650498,Pássaro que Canta Não Voa,2020.0,"['Twittering Birds Never Fly: The Clouds Gather', '囀る鳥は羽ばたかない The clouds gather']"
1187537,Police State,2023.0,['Police State']
287424,Maggie - A Transformação,2015.0,['Maggie']
203763,Arizona Bushwhackers,1968.0,['Arizona Bushwhackers']
1522923,Safe House,2025.0,['Safe House']
11090,Animal,2001.0,['The Animal']
499170,Harmony,2018.0,['Harmony']
279148,Labirinto: O Desafio Final,2014.0,['Labyrinthus']
464052,Mulher-Maravilha 1984,2020.0,['Wonder Woman 1984']
197603,Captain Boycott,1947.0,['Captain Boycott']
9920,Ultravioleta,2006.0,['Ultraviolet']
104043,Old Enough,1984.0,['Old Enough']
669665,Irmãos à Italiana,2020.0,"['PadreNostro', 'Our Father']"
282397,The Spellbinder,1939.0,['The Spellbinder']
4244,Duas Vidas,2000.0,['The Kid']
759175,A Princesa,2022.0,['The Princess']
32146,Anatomia de Um Assassino,1991.0,['Body Parts']
26665,Aberdeen,2000.0,['Aberdeen']
9353,Nacho Libre,2006.0,['Nacho Libre']
125083,Motýlí čas,1991.0,"['The Flying Sneaker', 'Motýlí čas']"
122787,Requiem Para Matar,1967.0,"['Let Them Rest', 'Requiescant']"
95410,O Bandoleiro Temerário,1966.0,['The Texican']
917496,Os Fantasmas Ainda se Divertem: Beetlejuice Beetlejuice,2024.0,['Beetlejuice Beetlejuice']
9683,Jimmy Bolha,2001.0,['Bubble Boy']
71443,As Trapaceiras,2008.0,['The Hustle']
14655,Homens do Soul,2008.0,['Soul Men']
199570,A Virada,2013.0,['The Turning']
16323,A Rosa,1979.0,['The Rose']
8645,Fim dos Tempos,2008.0,['The Happening']
174675,Soldado do Futuro,2013.0,['The Machine']
24655,O Carro: A Máquina do Diabo,1977.0,['The Car']
503,Poseidon,2006.0,['Poseidon']
181812,Star Wars: A Ascensão Skywalker,2019.0,['Star Wars: The Rise of Skywalker']
41807,O Guerreiro Da Paz,1999.0,['Grey Owl']
1162320,Talk 2 Me,,['Talk 2 Me']
862968,Máfia da Dor,2023.0,['Pain Hustlers']
8247,Jumper,2008.0,['Jumper']
106867,The Barbarian,1933.0,['The Barbarian']
9618,Tango & Cash: Os Vingadores,1989.0,['Tango & Cash']
494895,Anne of Green Gables: The Good Stars,2017.0,['Anne of Green Gables: The Good Stars']
71672,Pânico na Floresta 4: Origens Sangrentas,2011.0,['Wrong Turn 4: Bloody Beginnings']
49872,A Fábula Moderna de João e Maria,2002.0,['Hansel & Gretel']
631021,Deviant Love,2019.0,['Deviant Love']
526896,Morbius,2022.0,['Morbius']
820880,Aisha,2022.0,['Aisha']
130629,Seu Único Desejo,1955.0,['One Desire']
4248,Todo Mundo em Pânico 2,2001.0,['Scary Movie 2']
2605,Um Robô em Curto Circuito,1986.0,['Short Circuit']
40095,Um Tira do Outro Mundo,1988.0,['Dead Heat']
618967,قليل البخت,1952.0,"['قليل البخت', 'Kalil El-Bakht']"
1052939,Mistério em Alto Mar,2023.0,['The Boat']
17927,Pelas Garotas e Pela Glória,2009.0,['Fired Up!']
1789,The Gazebo,1960.0,['The Gazebo']
48409,O Mensageiro da Morte,1959.0,['The Hangman']
339692,Sem Perdão,2017.0,['Shot Caller']
34533,Countdown: Armageddon,2009.0,['Countdown: Armageddon']
639838,Fixação Cruel,2019.0,['Sinister Seduction']
932624,뜨거운 밤이 열리면2,2021.0,"['When a Hot Night Opens 2', '뜨거운 밤이 열리면2']"
258435,Um Amor em Paris,2014.0,"['Paris Follies', 'La Ritournelle']"
4464,Seabiscuit: Alma de Herói,2003.0,['Seabiscuit']
11967,Os Jovens Pistoleiros,1988.0,['Young Guns']
713,O Piano,1993.0,['The Piano']
400535,Sicário: Dia do Soldado,2018.0,['Sicario: Day of the Soldado']
19967,The Apocalypse,2007.0,['The Apocalypse']
976576,Emmanuelle,2024.0,['Emmanuelle']
515195,Yesterday,2019.0,['Yesterday']
10872,The Ref,1994.0,['The Ref']
418667,Querido Ditador,2018.0,['Dear Dictator']
484641,Anna: O Perigo Tem Nome,2019.0,['Anna']
84178,Terror na Ilha,2012.0,['Black Rock']
9663,Starman: O Homem das Estrelas,1984.0,['Starman']
1277988,Caramelo,2025.0,['Caramelo']
499394,Caixa de Recordações,2018.0,['Retablo']
711978,가슴 큰 울 엄마 2,2020.0,"['Bosomy Mom 2', '가슴 큰 울 엄마 2']"
553,Dogville,2003.0,['Dogville']
238830,Gypsy Wildcat,1944.0,['Gypsy Wildcat']
345874,Roubando Carros,2016.0,['Stealing Cars']
139743,La Traversée,2012.0,"['La Traversée', 'The Crossing']"
10033,Apenas Amigos,2005.0,['Just Friends']
211755,Hunter x Hunter: Fantasma Vermelho,2013.0,"['劇場版 HUNTER×HUNTER 緋色の幻影', 'Hunter x Hunter Movie 1: Phantom Rouge']"
3134,Baise-moi,2000.0,"['Rape Me', 'Baise-moi']"
1502722,肌色の月,1957.0,"['肌色の月', 'Skin-Colored Moon']"
417004,The Escape,2016.0,['The Escape']
9441,Lado a Lado,1998.0,['Stepmom']
1832,Dogma,1999.0,['Dogma']
1014843,#DoYouThinkIAmSexy?,2022.0,"[""Do You Think I'm Sexy?"", '#DoYouThinkIAmSexy?']"
338107,Chocolate City,2015.0,['Chocolate City']
9095,O Segredo de Mary Reilly,1996.0,['Mary Reilly']
1316092,O Morro dos Ventos Uivantes,2026.0,"['""Wuthering Heights""']"
340247,O Desafiante,2015.0,['The Challenger']
57969,O Ferroviário,1956.0,"['Il ferroviere', 'The Railroad Man']"
86331,Q Sexual Desire,2011.0,"['Desire', 'Q']"
12314,Die Brücke,2008.0,"['The Bridge', 'Die Brücke']"
184345,Inatividade Paranormal 2,2014.0,['A Haunted House 2']
59156,Il giocattolo,1979.0,"['A Dangerous Toy', 'Il giocattolo']"
18783,Sahara: Em Busca da Sobrevivência,1943.0,['Sahara']
227094,Retornados,2013.0,['The Returned']
12812,Wild Side,2004.0,['Wild Side']
63577,O Açúcar,1978.0,"['Le Sucre', 'Sugar']"
13252,Evidências de um Crime,2007.0,['Cleaner']
3595,O Preço de um Resgate,1996.0,['Ransom']
60810,Yuppi Du,1975.0,['Yuppi Du']
142634,Tre mogli,2001.0,"['Three Wives', 'Tre mogli']"
845890,Righteous Thieves,2023.0,['Righteous Thieves']
76163,Os Mercenários 2,2012.0,['The Expendables 2']
1375097,La furgo,2025.0,"['La furgo', 'The Van']"
730047,Cyrano,2021.0,['Cyrano']
59053,La Riffa,1991.0,"['La Riffa', 'The Raffle']"
12143,Vício Frenético,1992.0,['Bad Lieutenant']
599975,A Hora da Sua Morte,2019.0,['Countdown']
36351,O Dono da Noite,1992.0,['Light Sleeper']
4031,Corações Loucos,1974.0,"['Les Valseuses', 'Going Places']"
619264,O Poço,2019.0,"['The Platform', 'El hoyo']"
557411,O Massacre de Charleston,2019.0,['Emanuel']
970450,A Noite dos Lobisomens,2024.0,['Werewolves']
7182,Venom,2005.0,['Venom']
487297,Do Que os Homens Gostam,2019.0,['What Men Want']
22023,Fronteira da Violência,1982.0,['The Border']
50337,O Lança Fogo,2010.0,['Firebreather']
476046,Predestinados,2018.0,['Birthmarked']
239030,Love Steaks,2014.0,['Love Steaks']
288655,Virtual Encounters,1996.0,['Virtual Encounters']
1015079,Harum Malam,2022.0,"['Blood Flower', 'Harum Malam']"
9667,Camisa de Força,2005.0,['The Jacket']
1000881,Prosper,2025.0,"[""Dead Man's Boots"", 'Prosper']"
3537,Fama,1980.0,['Fame']
17466,Garantia de Morte,1990.0,['Death Warrant']
135225,Expurgo,2012.0,"['Puhdistus', 'The Purge']"
1305212,王様戦隊キングオージャー IN SPACE,2024.0,"['王様戦隊キングオージャー IN SPACE', 'Ohsama Sentai King-Ohger IN SPACE']"
79760,Mulher Cobiçada,1927.0,['The Dove']
107353,A Grande Ameaça,1969.0,['The Chairman']
4148,Foi Apenas Um Sonho,2008.0,['Revolutionary Road']
978796,O Homem do Saco,2024.0,['Bagman']
167693,仮面ライダーフォーゼ THE MOVIE みんなで宇宙キターッ!,2012.0,"['Kamen Rider Fourze The Movie – Everybody, It’s Space Time!', '仮面ライダーフォーゼ THE MOVIE みんなで宇宙キターッ!']"
553301,Your Name,,['Your Name']
2707,Paulo de Tarso,2000.0,['Saint Paul']
734265,Um Match Surpresa,2021.0,['Love Hard']
1738,O Vidente,2007.0,['Next']
81005,Jack: O Caçador de Gigantes,2013.0,['Jack the Giant Slayer']
1389038,Mickey e os Muitos Natais,2024.0,['Mickey and the Very Many Christmases']
292777,Flower & Snake: Zero,2014.0,"['Flower and Snake: Zero', '花と蛇 ZERO']"
705861,Arremessando Alto,2022.0,['Hustle']
10424,Jennifer 8 - A Próxima Vítima,1992.0,['Jennifer Eight']
165343,Masters of the Martial Arts Presented by Wesley Snipes,1998.0,['Masters of the Martial Arts Presented by Wesley Snipes']
14681,Comendo fora,2004.0,['Eating Out']
288,Matar ou Morrer,1952.0,['High Noon']
262543,Agente do Futuro,2014.0,['Autómata']
110415,Expresso do Amanhã,2013.0,"['Snowpiercer', '설국열차']"
912916,A Outra Zoey,2023.0,['The Other Zoey']
31295,O Espião,1984.0,['Slagskämpen']
742391,O Quinto Set,2021.0,"['Final Set', '5ème Set']"
530156,Hurt,2018.0,['Hurt']
496450,Miraculous: As Aventuras de Ladybug - O Filme,2023.0,"['Miraculous - le film', 'Ladybug & Cat Noir: Awakening']"
37768,Borotalco,1982.0,"['Borotalco', 'Talcum Powder']"
1446358,Um Noivo e Duas Noivas,2025.0,"['عريس وعروستين', 'Groom & Two Brides']"
103112,Olé,2006.0,['Olé']
119643,La Violetera,1958.0,"['La violetera', 'The Violet Seller']"
370928,Pesadelo de Enfermeira,2015.0,['Nightmare Nurse']
72559,G.I. Joe: Retaliação,2013.0,['G.I. Joe: Retaliation']
10009,Irmão Urso,2003.0,['Brother Bear']
72545,Viagem 2: A Ilha Misteriosa,2012.0,['Journey 2: The Mysterious Island']
532671,Maligno,2019.0,['The Prodigy']
19114,Amor Sem Fim,1981.0,['Endless Love']
405535,The Chamber,2016.0,['The Chamber']
14249,Vingança,1990.0,['Revenge']
30618,Uma Cidade Sem Lei,2010.0,['Bunraku']
554908,Amor a Três,2020.0,"['Endings, Beginnings']"
843416,Papai,2024.0,['Daddio']
4964,Ligeiramente Grávidos,2007.0,['Knocked Up']
74343,Sonny Boy,1989.0,['Sonny Boy']
65958,Le Souper,1992.0,"['The Supper', 'Le Souper']"
660717,Fassbinder: Ascensão e Queda de um Gênio,2020.0,"['Terrible Child', 'Enfant Terrible']"
15742,Taxidermia: Histórias Grotescas,2006.0,['Taxidermia']
10447,Fuga de Absolom,1994.0,['No Escape']
10201,Sim Senhor,2008.0,['Yes Man']
10740,Reencarnação,2004.0,['Birth']
1217300,Arctic Armageddon,2024.0,['Arctic Armageddon']
2023,Mar de Fogo,2004.0,['Hidalgo']
9384,Starsky & Hutch: Justiça em Dobro,2004.0,['Starsky & Hutch']
3870,1900,1976.0,"['Twentieth Century', 'Novecento']"
42200,Ciao maschio,1978.0,"['Ciao maschio', 'Bye Bye Monkey']"
121791,O Atentado,2012.0,['The Attack']
741032,Danyka: Mar de Fondo,2020.0,"['Groundswell', 'Danyka']"
10406,O Homem da Califórnia,1992.0,['Encino Man']
38780,Rampage: Sede de Vingança,2009.0,['Rampage']
613349,O Bom Doutor,2019.0,"['Docteur ?', 'A Good Doctor']"
123599,Gerzek Şaban,1980.0,['Gerzek Şaban']
2768,Gigolô Americano,1980.0,['American Gigolo']
791568,Colonizadores,2021.0,['Settlers']
534,O Exterminador do Futuro: A Salvação,2009.0,['Terminator Salvation']
212778,Chef,2014.0,['Chef']
798580,The Creeps,2025.0,['The Creeps']
313297,Kubo e as Cordas Mágicas,2016.0,['Kubo and the Two Strings']
4588,Desejo e Perigo,2007.0,"['色‧戒', 'Lust, Caution']"
51010,Tatarak,2009.0,"['Sweet Rush', 'Tatarak']"
1283320,Urchin,2025.0,['Urchin']
1134055,Na Mira dos Mercenários,2023.0,['Kill Shot']
365717,The Audition,2015.0,['The Audition']
9574,Flubber: Uma Invenção Desmiolada,1997.0,['Flubber']
28355,Caso 39,2009.0,['Case 39']
303857,Dragon Ball Z: O Renascimento de Freeza,2015.0,"['Dragon Ball Z: Resurrection F', 'ドラゴンボールZ 復活の「F」']"
14636,Os Condenados,2007.0,['The Condemned']
77135,The Outsider,1997.0,['The Outsider']
308831,Ellos Volvieron,2015.0,"['Ellos Volvieron', 'They Returned']"
43451,Idílio Para Todos,1948.0,['Summer Holiday']
499338,Eu Acredito,2019.0,['I Believe']
141198,Los energéticos,1980.0,['Los energéticos']
514999,Mistério no Mediterrâneo,2019.0,['Murder Mystery']
203801,O Agente da U.N.C.L.E.,2015.0,['The Man from U.N.C.L.E.']
547539,Meu Bebê,2019.0,"['Sweetheart', 'Mon bébé']"
745,O Sexto Sentido,1999.0,['The Sixth Sense']
583638,The Coin,2019.0,['The Coin']
54381,Magnifico,2003.0,['Magnifico']
37917,Honkytonk Man: A Última Canção,1982.0,['Honkytonk Man']
126963,Dragon Ball Z: A Batalha dos Deuses,2013.0,"['ドラゴンボールZ 神と神', 'Dragon Ball Z: God and God']"
849636,AUM!,2021.0,['AUM!']
842675,Terra à Deriva 2: Destino,2023.0,"['The Wandering Earth 2', '流浪地球2']"
537976,American Dharma,2019.0,['American Dharma']
1114513,Não Fale o Mal,2024.0,['Speak No Evil']
21519,Projeto China,1983.0,"[""Jackie Chan's Project A"", 'A計劃']"
68490,Mickey e Pluto no Campo de Golfe,1941.0,['Canine Caddy']
10908,Inferno,1999.0,['Inferno']
594290,Meu Padrasto Malvado,2019.0,['The Husband']
16161,Baby Boy: O Dono da Rua,2001.0,['Baby Boy']
59068,Irmã Emanuelle,1977.0,"['Suor Emanuelle', 'Sister Emanuelle']"
606234,Archive,2020.0,['Archive']
241259,Alice Através do Espelho,2016.0,['Alice Through the Looking Glass']
73065,L'umanoide,1979.0,"[""L'umanoide"", 'The Humanoid']"
63176,A Cadela,1972.0,"['Seclusion', 'La cagna']"
1422004,Bunny,2025.0,['Bunny']
4415,Os Miseráveis,1998.0,['Les Misérables']
1072342,Mergulho Noturno,2024.0,['Night Swim']
47396,Anděl Páně,2005.0,"['An Angel of the Lord', 'Anděl Páně']"
419639,The Thinning,2016.0,['The Thinning']
9444,Anastasia,1997.0,['Anastasia']
428015,Wolf Mother,2016.0,['Wolf Mother']
11362,O Conde de Monte Cristo,2002.0,['The Count of Monte Cristo']
378064,A Voz do Silêncio,2016.0,"['映画 聲の形', 'The Shape of Voice']"
404764,Texas Rein,2016.0,['Texas Rein']
9475,Perfume de Mulher,1992.0,['Scent of a Woman']
10718,Fúria em Duas Rodas,2004.0,['Torque']
333088,Applesauce,2015.0,['Applesauce']
136576,Il consigliori,1973.0,"['The Counsellor', 'Il consigliori']"
127299,Comodines,1997.0,"['Comodines', 'Cops']"
290753,A Obsessão de Um Fã,2014.0,['Lighthouse']
1571,Duro de Matar 4.0,2007.0,['Live Free or Die Hard']
1225683,Estômago II: O Poderoso Chef,2024.0,"['Estômago II: O Poderoso Chef', 'Estomago 2: The Cookfather']"
9659,Mad Max,1979.0,['Mad Max']
101724,Nailbiter,2013.0,['Nailbiter']
20794,Droga da Sedução,2001.0,['Novocaine']
506763,Detetive Dee: Os Quatro Reis Celestiais,2018.0,"['Detective Dee: The Four Heavenly Kings', '狄仁杰之四大天王']"
49133,América - O Sonho de Chegar,1994.0,['Lamerica']
1017338,Hidayah,2023.0,['Hidayah']
582913,O Quarto dos Desejos,2019.0,['The Room']
103510,Ultraman Zero - O Filme,2010.0,"['ウルトラマンゼロ THE MOVIE 超決戦！ベリアル銀河帝国', 'Ultraman Zero Super Deciding Fight The Belial Galactic Empire']"
249397,Ninfomaniaca: Volume 2,2013.0,['Nymphomaniac: Vol. II']
44247,Quem Matou Rosemary,1981.0,['The Prowler']
363438,Poločas štěstí,1985.0,"['Poločas štěstí', 'The Halftime of Happiness']"
1149504,"Honey, Não!",2025.0,"[""Honey Don't!""]"
505262,My Hero Academia: 2 Heróis,2018.0,"['僕のヒーローアカデミア THE MOVIE ～2人の英雄～', 'My Hero Academia: The Two Heroes']"
335787,Uncharted: Fora do Mapa,2022.0,['Uncharted']
64854,Seconds Apart,2011.0,['Seconds Apart']
758724,Descida ao Inferno,2022.0,['The Cellar']
45184,A Sedutora Madame Bovary,1949.0,['Madame Bovary']
35634,Il burbero,1986.0,"['The Grumpy', 'Il burbero']"
1547913,A Keller Christmas Vacation,2025.0,['A Keller Christmas Vacation']
20312,Viagem Sem Destino,2002.0,['Interstate 60']
577922,Tenet,2020.0,['Tenet']
77915,Adeus às Ilusões,1965.0,['The Sandpiper']
20053,No Encalço da Máfia,2002.0,['Dead Heat']
793430,Chasing Waterfalls,2021.0,['Chasing Waterfalls']
9285,Caindo na Estrada,2000.0,['Road Trip']
1217602,London Calling,2025.0,['London Calling']
59118,Fuga Pela Vida,2011.0,"['La Proie', 'The Prey']"
375098,Esta é a Sua Morte: O Show,2017.0,['The Show']
1257957,A Lenda do Búfalo,2025.0,"['Bison Kaalamaadan', 'பைசன் காளமாடன்']"
185755,The Taking,2013.0,['The Taking']
335778,Ressurreição,2016.0,['Risen']
855,Falcão Negro em Perigo,2001.0,['Black Hawk Down']
227306,Invencível,2014.0,['Unbroken']
1180660,Pintando Amor No Natal,2023.0,['Joyeux Noel']
6529,Caminhos Ásperos,1953.0,['Hondo']
985939,A Queda,2022.0,['Fall']
821510,Ultrasound,2022.0,['Ultrasound']
14452,Caçada Explosiva,2008.0,['Kill Switch']
