isbn,titulo_pt,titulo_original,descricao,imagem_url,autores,paginas,categorias
9786559577835,Thomas Sowell Essencial – Vol. 1,Applied Economics: Thinking Beyond Stage One,"A SELEÇÃO DE TEXTOS DE UM DOS AUTORES MAIS RESPEITADOS NO MUNDO. Sintetizar a trajetória de uma vida é um desafio, até para Thomas Sowell, teórico social, filósofo e economista. Este livro reúne textos escritos o longo dos anos, abordando temas culturais, jurídicos, educacionais e políticos. As origens são as mais diversas, desde cartas de Sowell, trechos de livros, colunas de jornais e artigos publicados em revistas acadêmicas e populares. Os assuntos abordados variam desde o desenvolvimento tardio da fala em crianças até a questão dos impostos destinados aos mais ricos. Também são discutidos temas como guerra, esportes, o papel dos juízes, saúde pública e a retórica política. Além disso, são analisadas obras que tratam de história, habitação, autobiografias, intelectuais e raça. A abordagem oscila entre perspectivas históricas e econômicas, frequentemente com toques de humor. Este primeiro volume abrange ensaios sobre: economia, questões sociais e políticas. Textos escolhidos e concisos sobre esses tópicos voltados ao leitor interessado em conhecimento geral. ""Minha esperança é que esta grande seleção dos meus escritos reduza a probabilidade de que os leitores entendam mal o que eu disse sobre muitas questões controversas ao longo dos anos. Se o leitor concordará com todas as minhas conclusões é outra questão completamente diferente. Mas desacordos podem ser produtivos, enquanto mal-entendidos raramente o são."" — THOMAS SOWELL ""Sowell lança sobre essa insanidade coletiva uma crítica inteligente, detalhada, plena de fatos e dados, mordaz e impiedosa. Ler Thomas Sowell é sempre um privilégio."" – ROBERTO MOTTA - ENGENHEIRO, COMUNICADOR E AUTOR DO BESTSELLER A CONSTRUÇÃO DA MALDADE",http://books.google.com/books/content?id=h3tEEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Thomas Sowell,321,Social Science
9786559577835,Thomas Sowell Essencial – Vol. 1,Knowledge And Decisions,"A SELEÇÃO DE TEXTOS DE UM DOS AUTORES MAIS RESPEITADOS NO MUNDO. Sintetizar a trajetória de uma vida é um desafio, até para Thomas Sowell, teórico social, filósofo e economista. Este livro reúne textos escritos o longo dos anos, abordando temas culturais, jurídicos, educacionais e políticos. As origens são as mais diversas, desde cartas de Sowell, trechos de livros, colunas de jornais e artigos publicados em revistas acadêmicas e populares. Os assuntos abordados variam desde o desenvolvimento tardio da fala em crianças até a questão dos impostos destinados aos mais ricos. Também são discutidos temas como guerra, esportes, o papel dos juízes, saúde pública e a retórica política. Além disso, são analisadas obras que tratam de história, habitação, autobiografias, intelectuais e raça. A abordagem oscila entre perspectivas históricas e econômicas, frequentemente com toques de humor. Este primeiro volume abrange ensaios sobre: economia, questões sociais e políticas. Textos escolhidos e concisos sobre esses tópicos voltados ao leitor interessado em conhecimento geral. ""Minha esperança é que esta grande seleção dos meus escritos reduza a probabilidade de que os leitores entendam mal o que eu disse sobre muitas questões controversas ao longo dos anos. Se o leitor concordará com todas as minhas conclusões é outra questão completamente diferente. Mas desacordos podem ser produtivos, enquanto mal-entendidos raramente o são."" — THOMAS SOWELL ""Sowell lança sobre essa insanidade coletiva uma crítica inteligente, detalhada, plena de fatos e dados, mordaz e impiedosa. Ler Thomas Sowell é sempre um privilégio."" – ROBERTO MOTTA - ENGENHEIRO, COMUNICADOR E AUTOR DO BESTSELLER A CONSTRUÇÃO DA MALDADE",http://books.google.com/books/content?id=h3tEEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Thomas Sowell,321,Social Science
9786559577835,Thomas Sowell Essencial – Vol. 1,A Conflict of Visions: Ideological Origins of Political Struggles,"A SELEÇÃO DE TEXTOS DE UM DOS AUTORES MAIS RESPEITADOS NO MUNDO. Sintetizar a trajetória de uma vida é um desafio, até para Thomas Sowell, teórico social, filósofo e economista. Este livro reúne textos escritos o longo dos anos, abordando temas culturais, jurídicos, educacionais e políticos. As origens são as mais diversas, desde cartas de Sowell, trechos de livros, colunas de jornais e artigos publicados em revistas acadêmicas e populares. Os assuntos abordados variam desde o desenvolvimento tardio da fala em crianças até a questão dos impostos destinados aos mais ricos. Também são discutidos temas como guerra, esportes, o papel dos juízes, saúde pública e a retórica política. Além disso, são analisadas obras que tratam de história, habitação, autobiografias, intelectuais e raça. A abordagem oscila entre perspectivas históricas e econômicas, frequentemente com toques de humor. Este primeiro volume abrange ensaios sobre: economia, questões sociais e políticas. Textos escolhidos e concisos sobre esses tópicos voltados ao leitor interessado em conhecimento geral. ""Minha esperança é que esta grande seleção dos meus escritos reduza a probabilidade de que os leitores entendam mal o que eu disse sobre muitas questões controversas ao longo dos anos. Se o leitor concordará com todas as minhas conclusões é outra questão completamente diferente. Mas desacordos podem ser produtivos, enquanto mal-entendidos raramente o são."" — THOMAS SOWELL ""Sowell lança sobre essa insanidade coletiva uma crítica inteligente, detalhada, plena de fatos e dados, mordaz e impiedosa. Ler Thomas Sowell é sempre um privilégio."" – ROBERTO MOTTA - ENGENHEIRO, COMUNICADOR E AUTOR DO BESTSELLER A CONSTRUÇÃO DA MALDADE",http://books.google.com/books/content?id=h3tEEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Thomas Sowell,321,Social Science
9788563111326,Das trevas para a luz,Alcoholics Anonymous,Experiências pessoais contidas na segunda parte da quarta edição do livro Alcoólicos Anônimos. São dezessete histórias representativas de recuperação do alcoolismo.,http://books.google.com/books/content?id=ZpbHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Alcoholics Anonymous World Services Inc. (A.A.W.S.),392,Self-Help
9788563111326,Das trevas para a luz,Alcoholics Anonymous,Experiências pessoais contidas na segunda parte da quarta edição do livro Alcoólicos Anônimos. São dezessete histórias representativas de recuperação do alcoolismo.,http://books.google.com/books/content?id=ZpbHDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Alcoholics Anonymous World Services Inc. (A.A.W.S.),392,Self-Help
9788532506399,Cura espontânea,Natural Health  Natural Medicine,"In this revolutionary book, Dr. Andrew Weil, one of the most authoritative, articulate, and important voices in the field of health and healing, makes clear the reality of spontaneous healing. He illuminates the mechanisms and processes of the body's healing system, delineates the ways in which an individual can optimize the functioning of his or her own system, and outlines the alternative medicines and treatments available to aid the healing system, not only in the remission of life-threatening diseases but also in response to everyday illnesses and in day-to-day upkeep of basic health. In clear, concise language, Dr. Weil explains how the healing system operates, its interactions with the mind, its biological organization, its systems of self-diagnosis, self-repair, and regeneration.",,Andrew Weil,339,Healing
9788525054678,Maurice,The Longest Journey,"Maurice, de E.M. Forster, foi escrito entre 1912 e 1913, mas só foi publicado em 1971, após a morte do autor e conforme o seu desejo. O romance narra a história de Maurice e suas paixões por outros rapazes, o que é, ainda hoje, uma temática controversa. As razões para Maurice ter permanecido inédito são explicadas, em parte, pelo próprio autor nas notas escritas em 1960 e que se encontram ao final da presente edição. É a primeira vez que Maurice é publicado no Brasil.",http://books.google.com/books/content?id=42-LZjDOOM8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,E.M. Forster,238,Fiction
9788525054678,Maurice,Maurice,"Maurice, de E.M. Forster, foi escrito entre 1912 e 1913, mas só foi publicado em 1971, após a morte do autor e conforme o seu desejo. O romance narra a história de Maurice e suas paixões por outros rapazes, o que é, ainda hoje, uma temática controversa. As razões para Maurice ter permanecido inédito são explicadas, em parte, pelo próprio autor nas notas escritas em 1960 e que se encontram ao final da presente edição. É a primeira vez que Maurice é publicado no Brasil.",http://books.google.com/books/content?id=42-LZjDOOM8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,E.M. Forster,238,Fiction
9788536325156,Enriqueça o Cérebro,Teaching with the Brain in Mind,"Enriqueça o Cérebro destaca a capacidade extraordinária do cérebro de se modificar positivamente, pois o cérebro humano é muito mais dinâmico e maleável do que pensamos.",,Eric Jensen,0,Education
9786558381624,Retrato em sépia,Eva Luna,"O livro "" Vivo entre difusos matizes, veludos mistérios, incertezas; o tom adequado para contar minha vida se ajusta melhor ao de um retrato em sépia..."" Através das palavras finais da narrativa de Retrato em Sépia, o mais recente livro de Isabel Allende, compreendemos a verdadeira dimensão da história de Aurora del Valle (neta de Eliza Sommers, protagonista de Filha da Fortuna). Juntando recordações ilusórias e os fios evasivos de personagens que passaram pelo seu destino, a protagonista procura entender o seu passado. A narrativa, que dá seqüência ao romance Filha da Fortuna, começa em 1862, transcorrendo até 1896. Órfã de mãe, durante o parto, Aurora del Valle nasceu no bairro de Chinatown, em San Francisco, em 1880, e foi criada pela enérgica e austera avó Paulina Del Valle. Enovelada com os segredos de família, a protagonista cresce em um ambiente privilegiado, livre de muitas das limitações que oprimiam as mulheres de sua época, mas, infelizmente, vive atormentada por horríveis pesadelos. Retrato em Sépia destaca-se como romance histórico, onde a memória constitui o tema central. Nesta atraente saga familiar, o leitor, reencontrará no decorrer da leitura, alguns dos personagens de Filha da Fortuna e de A Casa dos Espíritos. A autora Isabel Allende, embora de nacionalidade chilena, nasceu em Lima, capital peruana, em 1942. Aos dezessete anos inicia uma intensa carreira como jornalista e escritora. Em 1982, Isabel Allende publica ACasa dos Espíritos, que imediatamente a consagraria como uma das mais brilhantes escritoras da língua espanhola e a colocaria no rol dos escritores latino-americanos mais traduzidos. A fulgurante carreira literária de Isabel Allende prosseguiu com De Amor e de Sombra, Eva Luna, O Plano Infinito, Paula, Cartas a Paula, Contos de Eva Luna, Afrodite e Filha da Fortuna, todos publicados pela Bertrand Brasil. Atualmente a autora reside nos Estados Unidos, em Sausalito, Califórnia, com o marido William Gordon.",http://books.google.com/books/content?id=iNibEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Isabel Allende,376,Fiction
9786558381624,Retrato em sépia,The Stories of Eva Luna,"O livro "" Vivo entre difusos matizes, veludos mistérios, incertezas; o tom adequado para contar minha vida se ajusta melhor ao de um retrato em sépia..."" Através das palavras finais da narrativa de Retrato em Sépia, o mais recente livro de Isabel Allende, compreendemos a verdadeira dimensão da história de Aurora del Valle (neta de Eliza Sommers, protagonista de Filha da Fortuna). Juntando recordações ilusórias e os fios evasivos de personagens que passaram pelo seu destino, a protagonista procura entender o seu passado. A narrativa, que dá seqüência ao romance Filha da Fortuna, começa em 1862, transcorrendo até 1896. Órfã de mãe, durante o parto, Aurora del Valle nasceu no bairro de Chinatown, em San Francisco, em 1880, e foi criada pela enérgica e austera avó Paulina Del Valle. Enovelada com os segredos de família, a protagonista cresce em um ambiente privilegiado, livre de muitas das limitações que oprimiam as mulheres de sua época, mas, infelizmente, vive atormentada por horríveis pesadelos. Retrato em Sépia destaca-se como romance histórico, onde a memória constitui o tema central. Nesta atraente saga familiar, o leitor, reencontrará no decorrer da leitura, alguns dos personagens de Filha da Fortuna e de A Casa dos Espíritos. A autora Isabel Allende, embora de nacionalidade chilena, nasceu em Lima, capital peruana, em 1942. Aos dezessete anos inicia uma intensa carreira como jornalista e escritora. Em 1982, Isabel Allende publica ACasa dos Espíritos, que imediatamente a consagraria como uma das mais brilhantes escritoras da língua espanhola e a colocaria no rol dos escritores latino-americanos mais traduzidos. A fulgurante carreira literária de Isabel Allende prosseguiu com De Amor e de Sombra, Eva Luna, O Plano Infinito, Paula, Cartas a Paula, Contos de Eva Luna, Afrodite e Filha da Fortuna, todos publicados pela Bertrand Brasil. Atualmente a autora reside nos Estados Unidos, em Sausalito, Califórnia, com o marido William Gordon.",http://books.google.com/books/content?id=iNibEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Isabel Allende,376,Fiction
9786558381778,A floresta dos pigmeus,El bosque de los pigmeos,"Com A floresta dos pigmeus, Isabel Allende encerra a trilogia As aventuras da águia e do jaguar. E desta vez Alexander e Nádia acompanharão Kate ao coração da África. Depois de enfrentar feras descomunais na Amazônia e visitar um reino nos altos picos da cordilheira do Himalaia, o grupo conduzido pela jornalista Kate Cold depara-se agora com uma das mais selvagens regiões da África. Kate Cold, Alexander e Nádia viajam para a África Equatorial planejando aproveitar um safári. Encontram no Quênia um festival de cores e beleza; são tomados por uma mistura de sabores, cheiros e sons. No entanto, este paraíso também esconde suas sombras. O surgimento de um padre espanhol vai alterar completamente os planos, arrastando todo o grupo para um bosque misterioso habitado por pigmeus. E a expedição de Kate desta vez estará encarregada de desvendar o paradeiro de dois missionários desaparecidos numa longínqua e impenetrável aldeia, governada pelo rei Kosongo, pelo comandante Mbembelé e pelo feiticeiro Sombê, que escraviza os pigmeus e o seu próprio povo para enriquecer com o contrabando. Neste percurso, eles enfrentarão incontáveis situações extremamente perigosas. Exigida ao máximo em sua inteligência, sua principal arma, Kate e seus companheiros superam mais uma sequência eletrizante de desafios. A floresta dos pigmeus, narrativa que encerra a trilogia As aventuras da águia e do jaguar – precedida por A cidade das feras e O reino do dragão de ouro –, é uma fascinante sucessão de aventuras numa região esquecida pelos homens, uma África onde o mal e a injustiça devem ser combatidos e as riquezas naturais, preservadas. Isabel Allende, uma das vozes mais representativas da literatura contemporânea, nos apresenta a personagens que sabem ouvir com o coração, que entendem que o respeito e a solidariedade são a única maneira de caminhar e que apostam em um mundo melhor.",http://books.google.com/books/content?id=_cGpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Isabel Allende,261,Young Adult Fiction
9789722908078,Inês da minha alma,Inés of My Soul,"Inés Suárez é uma jovem e humilde costureira oriunda da Extremadura que embarca em direcção ao Novo Mundo para procurar o marido, extraviado com os seus sonhos de glória do outro lado do Atlântico. Anseia também por viver uma vida de aventuras, vedada às mulheres na pacata sociedade do século XVI. Na América, Inés não encontra o marido, mas sim uma grande paixão: Pedro de Valdivia, mestre-de-campo de Francisco Pizarro, ao lado de quem Inés enfrenta os riscos e as incertezas da conquista e fundação do reino do Chile. Neste romance épico, a força do amor concede uma trégua à rudeza, à violência e à crueldade de um momento histórico inesquecível. Através da mão de Isabel Allende, confirma-se que a realidade pode ser tão ou mais surpreendente que a melhor ficção, e igualmente cativante. -- publisher's description.",,"Isabel Allende, Ana Mendes Lopes",342,Chile
9786558382485,Box Trilogia A casa dos espíritos,La casa de los espíritus,"A casa dos espíritos, Retrato em sépia e Filha da fortuna, três dos romances mais icônicos de Isabel Allende em edição capa dura e em um box de luxo. A autora de língua hispânica mais lida no mundo narra a saga de uma família marcada por fortes mulheres. O box Trilogia A casa dos espíritos retrata o destino de uma família através da vida de três mulheres. Eliza Sommers, sua neta Aurora del Valle e sua descendente Clara del Valle viverão aventuras, contratempos e romances emocionantes, ao mesmo tempo que se tornam testemunhas e agentes de grandes mudanças de seu tempo. A casa dos espíritos Ambientado num país sem nome que bem poderia ser o Chile, o romance A Casa dos Espíritos narra a saga de uma poderosa família de proprietários de terras. No começo, o patriarca despótico Esteban Trueba constrói um império pessoal com mão de ferro, mas tudo começa a periclitar com a passagem do tempo e os efeitos de um ambiente social explosivo. Por fim, a decadência do patriarca arrastará os Trueba para uma dolorosa desintegração, que refletirá no âmbito privado as tensões políticas e espirituais de todo um território e de uma época. Com imaginação exuberante e impecável execução literária, Isabel Allende delineia a vida de seus personagens como parte indissolúvel do destino coletivo da América Latina, marcado por mestiçagem, injustiças sociais e busca de identidade. Filha da fortuna Filha da fortuna é um retrato pulsante de uma época marcada pela violência e pela ganância, com protagonistas que resgatam valores como o amor, a amizade, a compaixão e a coragem. Eliza Sommers é uma jovem chilena que vive em Valparaiso no ano de 1849, mesmo período em que o ouro é descoberto na Califórnia. Seu amante, Joaquín Andieta, parte rumo ao norte determinado a fazer fortuna, e ela decide ir atrás dele. A jornada escondida no porão de um veleiro e a busca por seu amado em uma terra habitada por prostitutas e homens solitários atraídos pela febre do ouro transformam a jovem inocente em uma mulher fora do comum. Eliza recebe ajuda e carinho de Tao Chi'en, um médico chinês que a guiará por um itinerário memorável dos mistérios e das contradições da condição humana. Retrato em sépia Dando continuidade à saga familiar de A casa dos espíritos e Filha da fortuna, este romance histórico ambientado no Chile do século XIX nos transporta para a perspectiva de Aurora del Valle. A jovem teve as primeiras lembranças de sua vida apagadas após sofrer um trauma que moldou seu destino. Criada por sua avó, a conceituada Paulina del Valle, Aurora cresce com uma liberdade incomum às mulheres da época e, apesar de todos os privilégios, é constantemente aterrorizada pelos mistérios do seu passado. Quando Aurora precisa enfrentar a solidão e a traição do homem que ama, ela decide explorar o mistério do seu passado. O resultado é um trabalho extraordinário da dimensão humana, centrada na memória e nos segredos de família, em que Isabel Allende atinge novos patamares.",http://books.google.com/books/content?id=xYPgEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Isabel Allende,1191,Fiction
9786558381631,O plano infinito,El plan infinito,"Primeiro romance de Isabel Allende ambientado nos Estados Unidos, nos turbulentos anos 1960, O plano infinito é uma história densa e apaixonante de um homem à procura da própria identidade, de amor e de aceitação. Explorando pela primeira vez uma realidade distante do universo sul-americano que lhe é tão familiar, Isabel Allende conduz o leitor até a Califórnia da segunda metade do século XX, seguindo os passos de duas famílias: a do pregador Reeves, que percorre o Oeste anunciando um Plano Infinito que justifica a existência humana; e a dos Morales, imigrantes mexicanos que vivem num bairro hispânico marcado pela violência. Gregory Reevescresce em meio à pobreza e à negligência. Quando percebe que o futuro só pode estar longe do bairro hispânico onde vive, parte em busca de algo melhor. O Plano Infinito de que seu pai tanto falava parece ser mais real do que Gregory gostaria de acreditar, e tudo acontece como se o destino estivesse traçado, sem que ele consiga evitar a sucessão de más escolhas que afetam sua vida. Depois de um casamento fracassado, da Guerra do Vietnã, da perdade um amigo e de presenciar a morte detanta gente, Gregory regressa ao seu passado, sem aprender nada com os erros cometidos. Só mais tarde, quando é obrigado a encarar a realidade, começa a perceber que seu destino depende apenas dele mesmo, e que o Plano Infinito pode, afinal, ainda estar em aberto. Em O plano infinito, Isabel Allende aborda temas complexos como a vida dos imigrantes nos Estados Unidos, a discriminação racial, o fanatismo religioso, o modo de vida americano, as drogas e a salvação pela psicanálise. Segundo a própria Isabel Allende, O plano infinito revela que o importante é unir as pessoas, e não discriminá-las através de barreiras étnicas, sociais, políticas e raciais.",http://books.google.com/books/content?id=jNibEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Isabel Allende,464,Fiction
9786558381594,O reino do dragão de ouro (Vol. 2 As aventuras da águia e do jaguar),El reino del dragón de oro,"Em O reino do drag ã o de ouro – segundo livro da trilogia As aventuras da águia e do jaguar, da autora best-seller do New York Times Isabel Allende – Alexander e Nádia viverão aventuras perigosas e farão novos amigos, mas, dessa vez, nos vales e montes do Himalaia. Faz pouco tempo que o jovem Alexander se aventurou pelo coração da floresta amazônica acompanhado de sua avó, a repórter Kate Cold, e sua nova amiga, Nádia. Agora, esses personagens se reúnem em mais uma missão: juntos de fotógrafos da Internacional Geographic, eles partem para um reino situado entre os altos picos da cordilheira do Himalaia em busca de uma estátua capaz de prever o futuro do lugar. Feita de ouro maciço e incrustada de inúmeras pedras preciosas, a estátua do Dragão de Ouro permanece oculta há séculos no subterrâneo labiríntico do palácio imperial de um pequeno e misterioso reino. Segundo a lenda, o objeto não é uma simples peça artística decorativa, e, sim, o responsável pela preservação da paz e do bem-estar naquela região. Mas essa paz se vê ameaçada por um homem que não se contenta em ser apenas a segunda pessoa mais rica do mundo. Ao mesmo tempo que descreve essas aventuras de tirar o fôlego, Isabel Allende, autora best-seller do New York Times, revela aos leitores de O reino do dragão de ouro o valor por trás da simplicidade dos princípios budistas – expostos pelo lama Tensing, mestre e guia espiritual de Dil Bahadur, herdeiro do reino, a quem o monge ensina a importância da compaixão, da vida e da paz. Em edição com capa nova, O reino do dragão de ouro, segundo livro da trilogia As aventuras da águia e do jaguar, traz uma história mágica, com belíssimos ensinamentos espirituais, e mostra que o amor pode perdurar mesmo a distância.",http://books.google.com/books/content?id=PPOZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Isabel Allende,366,Young Adult Fiction
9786558381761,A cidade das feras (Vol. 1 As aventuras da águia e do jaguar),City of the Beasts (Eagle and Jaguar  #1),"Em A cidade das feras, a autora best-seller do New York Times Isabel Allende explora a Floresta Amazônica em uma aventura envolvente e emocionante, educando e alertando sobre os perigos que ameaçam a floresta. Alexander Cold é um garoto de 15 anos que leva uma vida tranquila com a família, na Califórnia, até o dia em que é surpreendido pela notícia de que, por causa da grave enfermidade da mãe, terá de ir morar com a avó paterna em Nova York. Como se não bastasse, ele terá de viajar com ela numa expedição à Floresta Amazônica, à procura de uma criatura misteriosa, conhecida como a Fera. Alex e Kate Cold se embrenharão por matas perigosas acompanhados por uma equipe de pesquisadores, um guia brasileiro e sua filha adolescente, Nádia. Conhecedora da língua dos indígenas e dos caminhos da floresta, a jovem Nádia logo se tornará grande amiga de Alex. Os dois serão obrigados a conviver com o perigo a todo instante, mas, em contrapartida, conhecerão um mundo surpreendente, repleto de sabedoria milenar, deuses, animais supostamente extintos e espíritos que andam de mãos dadas com os vivos. Alex e Nádia ainda não sabem que os inimigos estão mais perto do que imaginam e que eles querem transformar a floresta num negócio altamente rentável, explorando seu solo à procura de diamantes, traficando armas e drogas pelos rios e dizimando seus nativos com doenças mortais. Em A cidade das feras, início da trilogia As aventuras da águia e do jaguar, Alex e Nádia percorrerão mundos onde o limite entre sonho e realidade torna-se imperceptível, e dessa aventura nascerá uma verdadeira e duradoura amizade. Isabel Allende, best-seller do New York Times e uma das escritoras mais admiradas em todo o mundo, escreveu A cidade das feras em 2002. Em edição com capa nova, este primeiro infantojuvenil da autora alerta para o perigo que nossa floresta e nossos animais estão correndo.",http://books.google.com/books/content?id=CvinEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Isabel Allende,345,Fiction
9788503008778,1968,1968: The Year That Rocked the World,"No livro '1968 - O ano que abalou o mundo', o pesquisador Mark Kurlansky revive detalhadamente toda a história política e cultural desses doze meses cruciais para a sociedade contemporânea. Foi uma época de mudanças extremas, onde tudo - música, política, cinema, comportamento, economia, imprensa - foi posto abaixo para ser reconstruído de maneiras absolutamente novas. Da invasão da Checoslováquia à queda de Nixon, Kurlansky analisa o dia-a-dia desse ano fervilhante e turbulento através de uma perspectiva global e um texto atraente. Dando a entender que seria um ano bem ordenado, 1968 começou numa segunda-feira. O Papa Paulo VI declarou que aquele 1o de janeiro seria um dia de paz, motivando uma trégua na Guerra do Vietnã. Ao mesmo tempo, a manchete da primeira página do jornal The New York Times dizia - ""O mundo dá adeus a um ano violento"". Tudo isso, no entanto, não passava de um alarme falso. A verdade é que nunca houve ano mais atribulado do que 1968; a guerra tornou-se mais terrível do que nunca, Martin Luther King e Robert Kennedy foram assassinados, a Convenção Nacional Democrata de Chicago resultou em tumultos generalizados, o Festival de Cannes e a Bienal de Veneza foram fechados, a União Soviética começou a ruir, o concurso de Miss América foi interrompido por manifestações feministas. O que mais impressiona durante a leitura de '1968 - O ano que abalou o mundo' é o fato de, num planeta ainda distante daquilo que ficou conhecido como ""globalização"", ter ocorrido o que o autor considera uma ""combustão espontânea de espíritos rebeldes no mundo inteiro""; habitantes dos mais diversos lugares se rebelaram em torno de diferentes questões, tendo como objetivo comum a necessidade de derrubar a ordem estabelecida. Nada foi planejado ou organizado; simplesmente aconteceu.",,"Mark Kurlansky, SONIA COUTINHO",569,
9788532530271,Harry Potter e a Pedra Filosofal,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),"Deveria ser um livro só para o público infanto-juvenil. Mas, no mundo inteiro, gente de idades variadas lê Harry Potter - um fenômeno da literatura mundial que desafia crenças e estimativas. Harry Potter é um garoto cujos pais, feiticeiros, foram assassinados por um poderosíssimo bruxo quando ele ainda era um bebê. Ele foi levado, então, para a casa dos tios que nada tinham a ver com o sobrenatural. Pelo contrário. Até os 10 anos, Harry foi uma espécie de gata borralheira: maltratado pelos tios, herdava roupas velhas do primo gorducho, tinha óculos remendados e era tratado como um estorvo. No dia de seu aniversário de 11 anos, entretanto, ele parece deslizar por um buraco sem fundo, como o de Alice no país das maravilhas, que o conduz a um mundo mágico. Descobre sua verdadeira história e seu destino: ser um aprendiz de feiticeiro até o dia em que terá que enfrentar a pior força do mal, o homem que assassinou seus pais. O menino de olhos verde, magricela e desengonçado, tão habituado à rejeição, descobre, também, que é um herói no universo dos magos. Potter fica sabendo que é a única pessoa a ter sobrevivido a um ataque do tal bruxo do mal e essa é a causa da marca em forma de raio que ele carrega na testa. Ele não é um garoto qualquer, ele sequer é um feiticeiro qualquer, ele é Harry Potter, símbolo de poder, resistência e um líder natural entre os sobrenaturais. A fábula, recheada de fantasmas, paredes que falam, caldeirões, sapos, unicórnios, dragões e gigantes, não é, entretanto, apenas um passatempo. Harry Potter conduz a discussões metafísicas, aborda o eterno confronto entre o bem e o mal, evidencia algumas mazelas da sociedade, como o preconceito, a divisão de classes através do dinheiro e do berço, a inveja, o egoísmo, a competitividade exacerbada, a busca pelo ideal - a necessidade de aprender, nem que seja à força, que a vida é feita de derrotas e vitórias e que isso é importante para a formação básica de um adulto.",,J.K. Rowling,0,Juvenile Fiction
9788501048332,O Bandolim de Corelli,Corelli's Mandolin,"Este romance de Louis de Bernière parte de um fato histórico: a ocupação nazista de uma ilha grega e a resistência de milhares de tropas italianas que se voltam contra o nazismo em solidariedade aos habitantes da ilha. O cenário é Cefalônia, onde os deuses se imiscuíam nos assuntos dos homens e o santo nativo periodicamente se ergue do sarcófago para curar os loucos. Envolvidos na trama da invasão estão Pelagia, jovem voluntariosa e muito bonita, e dois homens que competem por seu amor: Mandras, um pescador meigo transformado em guerrilheiro cruel, e Capitão Corelli, um bandolinista sedutor, comandante das tropas italianas da ilha. Rico em lealdades e traições e ambientado numa paisagem na qual o real mistura-se incessantemente com o fantástico, 'O Bandolim de Corelli é um romance arrebatador, extravagante e inventivo.",,Louis De Bernières,511,
9788528609219,As mulheres de César,Caesar (Masters of Rome  #5),"Um vilão? Um herói? Está é uma discussão que persiste até hoje pois, ao longo dos séculos, César nunca deixou de fascinar o mundo. 'As mulheres de César' revela o homem que se esconde atrás da lenda e desvenda um mundo que, apesar das aparências, possui muitas - e inquietantes - semelhanças com o nosso próprio mundo.",,"Colleen McCullough, MARIA D. ALEXANDRE",834,Rome
9788528615852,Assassinatos demais,On  Off (Carmine Delmonico  #1),"On a beautiful spring day in the little city of Holloman, Connecticut, home to prestigious Chubb University and armaments giant Cornucopia, chief of detectives Captain Carmine Delmonico has more pressing concerns than finding a name for his infant son: twelve murders have taken place in one day, and Delmonico is drawn into a gruesome web of secrets and lies.",,Colleen McCullough,444,Connecticut
9788528602012,O primeiro homem de Roma,The First Man in Rome (Masters of Rome  #1),"'O primeiro homem de Roma' mergulha o leitor num mundo de intriga política, guerras, assassinatos, conquistas, alianças familiares e rivalidades apaixonadas. É o dia de Ano Novo do ano 110 a.C. e dois nobres romanos recebem o manto de cônsul. Porém, no meio da multidão, outros dois homens, absolutamente diferentes, observam o acontecimento - eles irão mudar por completo a República Romana que se debate em conquistas territoriais e tem de enfrentar o descontentamento de italianos tratados como cidadãos de terceira classe. Um desses homens é Mário, impossibilitado por suas origens humildes de tornar-se o Primeiro Homem de Roma - aquele que, por sua excelência, situa-se acima de seus semelhantes.",,"Colleen McCullough, MARIA D. ALEXANDRE",1046,Rome
